jointforce_id,session_trial,time,elbow_force_x,elbow_force_y,elbow_force_z,shoulder_upper_arm_force_x,shoulder_upper_arm_force_y,shoulder_upper_arm_force_z,shoulder_thorax_force_x,shoulder_thorax_force_y,shoulder_thorax_force_z,wrist_force_x,wrist_force_y,wrist_force_z,glove_elbow_force_x,glove_elbow_force_y,glove_elbow_force_z,glove_shoulder_glove_upper_arm_force_x,glove_shoulder_glove_upper_arm_force_y,glove_shoulder_glove_upper_arm_force_z,glove_shoulder_thorax_force_x,glove_shoulder_thorax_force_y,glove_shoulder_thorax_force_z,glove_wrist_force_x,glove_wrist_force_y,glove_wrist_force_z
2487198,499_1,1.4778,143.41,254.03,118.28,-107.03,-17.35,611.32,-603.66,101.13,107.09,-78.66,221.4,120.35,133.4,29.61,43.58,58.33,10.95,323.77,-222.78,-46.94,242.36,43.94,-16.56,16.31
2487199,499_1,1.4806,121.59,283.45,147.08,-96.57,-12.55,560.98,-567.53,64.81,90.53,-81.05,242.39,143.54,129.38,19.43,39.39,46.79,14.01,304.47,-203.22,-49.18,230.82,43.21,-23.82,16.12
2487200,499_1,1.4833,95.18,318.61,187.97,-96.11,-11.14,510.13,-528.42,35.4,83.32,-85.44,263.82,173.45,127.2,12.01,35.95,38.38,16.24,288.84,-187.78,-52.74,220.37,43.12,-28.24,16.14
2487201,499_1,1.4861,65.39,355.58,243.11,-103.29,-15.54,464.9,-492.1,14.52,82.25,-91.65,283.8,210.63,126.0,7.77,33.93,33.45,16.87,277.31,-176.68,-58.28,211.05,43.04,-29.53,16.49
2487202,499_1,1.4889,33.71,388.77,314.03,-113.89,-27.77,431.66,-464.32,3.05,81.94,-99.27,299.54,255.18,124.65,6.74,34.0,31.98,15.05,269.59,-169.47,-66.4,202.41,42.22,-27.79,17.24
2487203,499_1,1.4917,1.83,411.38,401.2,-122.24,-49.05,416.38,-450.15,0.95,75.35,-107.66,307.57,306.6,121.92,8.63,36.77,33.61,9.99,264.77,-165.15,-77.51,193.74,39.99,-23.44,18.46
2487204,499_1,1.4944,-28.35,416.23,503.66,-122.05,-79.5,423.87,-453.43,7.28,54.82,-115.9,304.13,363.64,116.82,12.92,42.62,37.72,1.2,261.64,-162.45,-91.66,184.26,35.85,-17.14,20.14
2487205,499_1,1.4972,-54.79,397.09,618.59,-107.59,-117.82,457.11,-476.33,20.32,13.51,-122.89,285.91,424.16,108.82,18.94,51.61,43.52,-11.34,258.95,-160.12,-108.43,173.37,29.64,-9.63,22.22
2487206,499_1,1.5,-75.37,350.09,741.25,-75.2,-161.22,516.57,-519.02,37.77,-52.94,-127.45,250.85,485.16,97.96,26.01,63.39,50.2,-27.06,255.73,-157.18,-127.01,160.85,21.58,-1.71,24.62
2487207,499_1,1.5028,-88.03,275.13,865.08,-24.54,-205.55,599.89,-579.73,57.12,-144.8,-128.39,198.9,542.93,84.94,33.43,77.23,56.94,-44.9,251.52,-153.1,-146.28,147.02,12.25,5.86,27.24
2487208,499_1,1.5056,-90.86,176.71,982.29,40.58,-245.7,701.86,-654.96,76.06,-257.29,-124.7,132.56,593.41,71.02,40.5,92.05,63.01,-63.38,246.44,-147.75,-164.97,132.76,2.59,12.4,30.01
2487209,499_1,1.5083,-82.38,63.76,1084.86,112.33,-276.28,814.93,-739.92,92.85,-380.69,-115.67,56.89,632.78,57.78,46.48,106.56,67.71,-80.88,241.16,-141.4,-181.89,119.45,-6.34,17.25,32.92
2487210,499_1,1.5111,-61.73,-51.58,1165.7,180.2,-292.47,930.09,-829.06,106.55,-501.72,-101.08,-21.14,658.0,46.9,50.64,119.41,70.39,-95.76,236.68,-134.46,-195.97,108.73,-13.42,19.86,36.07
2487211,499_1,1.5139,-29.08,-156.3,1219.81,233.23,-290.89,1038.11,-916.61,116.85,-606.13,-81.27,-93.83,667.43,39.81,52.29,129.29,70.46,-106.55,234.01,-127.36,-206.33,102.25,-17.76,19.75,39.6
2487212,499_1,1.5167,14.1,-239.15,1245.1,262.62,-270.31,1130.76,-996.93,123.62,-681.83,-57.32,-154.14,661.07,37.44,50.89,135.15,67.42,-112.14,233.8,-120.37,-212.26,101.23,-18.78,16.67,43.75
2487213,499_1,1.5194,64.73,-292.87,1242.62,263.86,-232.14,1201.87,-1064.78,126.28,-721.6,-30.99,-196.97,640.59,40.0,46.19,136.31,60.94,-111.91,236.05,-113.48,-213.28,106.15,-16.42,10.65,48.74
2487214,499_1,1.5222,118.15,-315.2,1216.12,237.47,-180.5,1247.9,-1115.46,123.41,-724.71,-4.69,-219.94,608.94,46.91,38.32,132.64,51.02,-105.98,239.96,-106.47,-209.24,116.44,-11.11,2.13,54.74
2487215,499_1,1.525,168.54,-308.52,1171.23,188.43,-121.94,1268.02,-1144.95,112.81,-696.84,18.86,-223.4,569.83,56.9,27.97,124.71,38.07,-95.38,244.0,-98.92,-200.55,130.39,-3.76,-8.02,61.77
2487216,499_1,1.5278,209.71,-278.35,1114.29,124.27,-64.66,1263.73,-1150.11,92.13,-648.61,36.96,-209.86,527.04,68.2,16.31,113.7,23.04,-82.12,246.22,-90.45,-188.3,145.34,4.38,-18.46,69.6
2487217,499_1,1.5306,236.24,-231.52,1051.38,52.93,-17.18,1238.27,-1128.95,59.76,-593.01,47.48,-183.17,483.88,78.89,4.97,101.3,7.37,-69.01,244.67,-80.93,-174.34,158.04,11.98,-27.49,77.68
2487218,499_1,1.5333,244.53,-174.67,987.46,-18.95,13.12,1195.84,-1080.97,15.49,-542.58,49.23,-147.7,442.82,87.27,-4.25,89.32,-7.14,-59.2,237.93,-70.6,-161.03,165.32,17.86,-33.29,84.98
2487219,499_1,1.5361,233.61,-113.4,926.03,-86.82,21.45,1141.01,-1007.48,-39.17,-506.95,42.22,-107.76,405.34,92.2,-9.65,79.25,-18.65,-55.53,225.5,-60.14,-150.86,164.78,21.21,-34.25,90.07
2487220,499_1,1.5389,205.25,-52.24,869.0,-148.09,6.52,1078.2,-911.77,-101.2,-491.27,27.66,-67.32,371.99,93.24,-10.13,71.8,-25.67,-59.8,207.95,-50.52,-145.77,155.44,21.79,-29.33,91.2
2487221,499_1,1.5417,163.55,5.11,816.96,-201.37,-29.28,1011.44,-799.03,-166.79,-495.79,7.67,-29.83,342.56,90.67,-5.59,66.76,-27.57,-72.24,186.86,-42.62,-146.73,138.02,19.9,-18.46,86.61
2487222,499_1,1.5444,114.13,55.46,769.58,-245.8,-80.47,944.23,-676.05,-231.96,-516.49,-15.04,1.87,316.41,85.37,2.78,63.04,-24.86,-91.41,164.44,-36.84,-153.41,114.87,16.32,-2.79,75.02
2487223,499_1,1.5472,63.06,96.0,726.02,-280.54,-139.64,879.55,-550.54,-293.27,-546.6,-37.69,25.65,292.73,78.51,12.55,59.25,-19.29,-114.58,143.03,-32.78,-164.38,89.49,12.03,15.31,56.2
2487224,499_1,1.55,16.01,124.48,685.4,-304.79,-198.79,819.87,-430.4,-348.16,-578.39,-57.75,40.26,270.78,71.33,20.42,54.27,-13.51,-138.5,124.65,-29.27,-177.56,65.74,8.09,32.65,31.46
2487225,499_1,1.5528,-22.5,139.56,647.05,-318.06,-250.56,767.19,-322.83,-395.09,-604.85,-73.21,45.39,250.04,64.94,23.06,47.92,-10.35,-160.15,110.69,-24.74,-190.8,47.04,5.42,45.91,3.81
2487226,499_1,1.5556,-49.42,141.1,610.68,-320.56,-289.27,722.96,-233.49,-433.43,-620.99,-82.79,41.73,230.33,60.22,18.01,41.11,-11.94,-177.36,101.87,-17.91,-202.36,35.72,4.74,52.41,-22.34
2487227,499_1,1.5583,-63.29,130.34,576.41,-313.39,-311.44,688.1,-165.99,-463.41,-624.3,-85.96,30.86,211.74,57.77,4.59,35.59,-18.93,-188.88,98.26,-8.45,-211.0,32.69,6.49,50.94,-42.0
2487228,499_1,1.5611,-64.16,109.77,544.69,-298.46,-315.99,662.97,-121.51,-485.95,-614.72,-82.88,15.05,194.59,57.84,-15.65,33.14,-30.12,-194.08,99.48,2.56,-215.7,37.51,10.84,42.03,-50.92
2487229,499_1,1.5639,-53.35,82.75,516.24,-278.16,-304.11,647.49,-98.9,-502.63,-594.09,-74.37,-3.1,179.36,60.31,-39.1,34.73,-42.61,-192.38,104.76,12.75,-215.26,48.69,17.53,27.9,-46.77
2487230,499_1,1.5667,-33.19,53.02,491.92,-254.83,-278.86,641.27,-95.01,-515.62,-565.36,-61.74,-20.93,166.53,64.6,-60.68,39.76,-52.46,-182.84,113.12,18.89,-208.04,64.17,25.84,11.97,-30.06
2487231,499_1,1.5694,-6.69,24.13,472.58,-230.35,-244.64,643.7,-105.22,-527.48,-531.89,-46.64,-36.13,156.55,69.68,-74.83,45.92,-55.58,-164.13,123.42,17.71,-192.0,81.75,34.61,-1.93,-4.33
2487232,499_1,1.5722,22.76,-1.01,458.97,-205.9,-206.62,654.1,-124.05,-540.92,-496.93,-30.89,-46.95,149.67,74.23,-76.61,49.5,-48.66,-134.75,134.55,6.61,-165.09,99.52,42.28,-10.26,24.37
2487233,499_1,1.575,51.75,-20.4,451.57,-181.96,-170.17,671.63,-145.74,-558.35,-463.31,-16.24,-52.36,145.96,76.85,-62.69,46.27,-29.95,-93.65,145.55,-15.6,-125.93,116.11,47.27,-10.44,48.76
2487234,499_1,1.5778,77.15,-33.0,450.47,-158.52,-140.26,695.2,-164.85,-581.45,-433.33,-4.15,-52.11,145.2,76.4,-32.03,32.55,0.33,-40.8,155.75,-48.43,-74.39,130.81,48.24,-1.32,61.87
2487235,499_1,1.5806,96.44,-38.71,455.27,-135.34,-120.97,723.33,-176.68,-610.79,-408.7,4.31,-46.64,146.95,72.26,13.68,6.25,39.94,22.32,164.82,-89.56,-12.08,143.57,44.53,16.64,58.62
2487236,499_1,1.5833,107.88,-38.23,465.1,-112.19,-115.05,754.01,-177.72,-645.58,-390.43,8.65,-37.02,150.56,64.51,70.25,-32.3,84.91,92.41,172.64,-135.13,57.44,154.7,36.3,41.45,37.13
2487237,499_1,1.5861,110.71,-32.79,478.59,-88.97,-123.53,784.72,-165.95,-683.73,-378.76,8.89,-24.66,155.29,53.87,131.5,-80.05,130.19,164.38,179.09,-180.18,128.87,164.52,24.62,70.07,-0.81
2487238,499_1,1.5889,105.09,-24.04,494.01,-65.78,-145.58,812.54,-141.04,-722.12,-372.98,5.55,-11.16,160.37,41.51,190.31,-131.38,170.51,231.62,183.65,-219.29,195.61,172.93,11.2,99.04,-49.88
2487239,499_1,1.5917,92.07,-13.7,509.46,-42.87,-178.53,834.44,-104.31,-757.02,-371.45,-0.51,1.96,165.09,28.63,239.6,-178.91,201.13,286.59,185.27,-247.2,250.52,179.1,-2.02,125.15,-102.37
2487240,499_1,1.5944,73.37,-3.39,523.04,-20.66,-218.21,847.68,-58.59,-784.76,-371.73,-8.2,13.48,168.86,16.09,273.32,-214.67,218.37,321.64,182.27,-259.23,286.72,181.55,-13.38,145.85,-149.63
2487241,499_1,1.5972,51.25,5.6,533.13,0.26,-259.51,850.19,-7.78,-802.23,-370.91,-16.34,22.61,171.32,4.15,286.97,-231.42,219.83,329.96,172.63,-251.65,298.49,178.44,-21.93,159.33,-183.79
2487242,499_1,1.6,28.19,12.47,538.54,19.17,-297.1,841.0,43.65,-807.43,-366.02,-23.78,29.1,172.31,-7.61,277.99,-223.88,204.41,306.6,154.55,-222.02,281.98,168.21,-27.6,164.41,-199.1
2487243,499_1,1.6028,6.65,16.85,538.68,35.28,-326.15,820.41,91.32,-799.77,-354.47,-29.5,33.09,171.89,-19.98,245.86,-189.68,172.34,249.4,127.1,-169.55,235.89,150.19,-31.12,160.27,-192.77
2487244,499_1,1.6056,-11.13,18.71,533.59,47.86,-343.02,790.09,131.47,-780.23,-334.41,-32.73,35.06,170.33,-33.72,192.22,-129.89,125.26,159.78,90.84,-95.74,161.9,125.11,-33.71,146.44,-165.2
2487245,499_1,1.6083,-23.4,18.2,523.88,56.4,-345.7,752.86,161.55,-751.2,-304.94,-33.02,35.53,167.99,-49.0,120.87,-49.13,66.44,43.13,48.25,-4.91,64.9,95.2,-36.6,122.9,-119.67
2487246,499_1,1.6111,-29.01,15.48,510.66,60.69,-334.03,712.39,180.46,-716.13,-266.22,-30.23,34.94,165.35,-65.04,37.63,44.92,0.8,-91.23,3.64,95.6,-47.14,64.03,-40.55,90.33,-61.66
2487247,499_1,1.6139,-27.56,10.6,495.28,60.92,-309.66,672.65,188.65,-679.08,-219.43,-24.62,33.48,162.84,-80.04,-50.11,142.35,-65.31,-230.81,-37.33,195.78,-163.85,35.83,-45.61,50.25,2.06
2487248,499_1,1.6167,-19.38,3.58,479.21,57.59,-275.75,637.38,187.92,-644.07,-166.65,-16.74,31.1,160.8,-91.43,-134.14,232.33,-124.75,-361.42,-68.53,284.08,-273.56,14.7,-51.04,5.16,64.43
2487249,499_1,1.6194,-5.51,-5.56,463.76,51.45,-236.49,609.53,181.01,-614.53,-110.6,-7.38,27.56,159.44,-96.49,-206.44,304.69,-170.56,-469.11,-84.54,349.14,-364.78,3.76,-55.54,-41.68,119.04
2487250,499_1,1.6222,12.42,-16.66,449.98,43.35,-196.47,590.85,171.16,-592.78,-54.35,2.55,22.6,158.82,-93.06,-260.17,351.36,-197.06,-542.29,-81.75,381.77,-427.9,4.47,-57.63,-86.49,160.87
2487251,499_1,1.625,32.38,-29.3,438.5,34.17,-160.1,581.61,161.6,-579.69,-1.01,12.12,16.07,158.82,-80.16,-290.64,367.71,-200.8,-573.69,-59.13,376.68,-456.64,16.34,-56.08,-125.38,186.86
2487252,499_1,1.6278,52.13,-42.82,429.49,24.8,-131.09,580.54,155.12,-574.55,46.59,20.5,8.04,159.19,-58.28,-295.89,353.21,-181.14,-561.5,-18.52,333.51,-449.1,37.04,-50.2,-154.85,196.18
2487253,499_1,1.6306,69.48,-56.35,422.68,16.13,-112.0,585.08,153.76,-575.19,86.21,27.06,-1.14,159.59,-29.27,-276.94,311.43,-140.46,-509.65,35.7,257.03,-408.05,62.99,-40.01,-172.21,190.08
2487254,499_1,1.6333,82.51,-68.98,417.42,9.11,-104.05,591.8,158.72,-578.3,116.42,31.41,-10.92,159.63,4.01,-237.64,249.28,-83.72,-426.9,97.36,156.27,-340.39,90.11,-26.15,-176.04,171.55
2487255,499_1,1.6361,89.84,-79.95,412.83,4.77,-107.0,596.97,170.27,-579.95,136.88,33.39,-20.61,158.95,38.28,-184.02,175.68,-17.8,-325.07,159.63,43.07,-255.75,114.7,-9.81,-166.46,144.61
2487256,499_1,1.6389,90.81,-88.87,407.97,4.27,-119.25,597.27,187.85,-576.19,148.38,33.06,-29.62,157.28,70.34,-123.45,99.86,49.5,-216.81,216.01,-69.84,-164.74,134.0,7.46,-145.17,113.5
2487257,499_1,1.6417,85.58,-95.82,401.95,8.76,-138.01,590.39,210.21,-563.71,152.94,30.66,-37.52,154.42,97.42,-63.43,29.86,110.53,-113.4,261.17,-170.59,-77.03,146.56,23.95,-115.28,81.95
2487258,499_1,1.6444,75.19,-101.38,394.09,19.33,-159.68,575.49,235.6,-540.3,153.56,26.58,-44.13,150.32,117.41,-10.6,-28.57,158.81,-23.16,291.46,-249.7,0.02,152.15,37.89,-80.8,52.72
2487259,499_1,1.6472,61.42,-106.54,384.03,36.78,-180.3,553.3,262.01,-505.24,153.92,21.32,-49.54,145.04,128.98,30.22,-72.36,189.84,49.26,305.05,-301.05,62.12,151.41,47.67,-46.02,27.41
2487260,499_1,1.65,46.55,-112.42,371.74,61.44,-196.17,525.97,287.44,-459.31,157.78,15.46,-54.02,138.77,131.6,56.56,-100.93,201.64,102.66,301.89,-322.32,107.92,145.42,52.06,-14.78,6.65
2487261,499_1,1.6528,32.99,-120.06,357.49,92.98,-204.38,496.47,310.11,-404.57,168.31,9.6,-57.87,131.79,125.64,68.41,-115.53,194.94,138.42,283.42,-314.92,138.38,135.29,50.46,10.13,-9.59
2487262,499_1,1.6556,22.91,-130.14,341.8,130.37,-203.33,467.96,328.72,-343.96,187.41,4.37,-61.35,124.44,112.3,67.97,-118.51,172.92,159.44,252.32,-283.49,155.86,121.87,43.03,27.41,-21.66
2487263,499_1,1.6583,17.79,-142.84,325.28,171.96,-193.02,442.93,342.59,-280.69,215.25,0.3,-64.61,117.08,93.56,59.02,-112.61,140.59,169.01,212.14,-235.05,163.23,105.78,30.84,37.31,-30.05
2487264,499_1,1.6611,18.23,-157.87,308.53,215.66,-175.06,422.74,351.76,-217.69,250.17,-2.23,-67.67,110.04,71.92,46.16,-100.49,103.95,170.05,167.02,-177.91,163.2,87.43,15.67,41.4,-35.19
2487265,499_1,1.6639,23.82,-174.57,292.08,259.19,-152.4,407.29,356.89,-157.23,288.86,-3.05,-70.5,103.54,50.17,33.96,-84.42,69.0,164.71,121.32,-120.56,157.94,67.28,-0.11,42.08,-37.44
2487266,499_1,1.6667,33.28,-192.18,276.24,300.41,-128.78,395.16,359.1,-100.69,327.01,-2.25,-73.08,97.71,30.98,26.25,-66.23,40.86,154.27,79.18,-70.58,148.97,45.98,-13.98,41.97,-37.09
2487267,499_1,1.6694,44.71,-209.94,261.17,337.5,-108.04,384.01,359.69,-48.6,360.03,-0.12,-75.48,92.54,16.56,25.58,-47.29,23.13,139.33,44.18,-33.78,137.22,24.44,-23.64,43.3,-34.37
2487268,499_1,1.6722,56.05,-227.33,246.86,369.07,-93.46,371.22,359.82,-0.93,383.93,2.85,-77.86,87.94,8.34,33.03,-28.62,17.55,120.15,18.89,-13.65,123.26,3.73,-27.43,47.51,-29.49
2487269,499_1,1.675,65.43,-243.98,233.17,394.16,-87.23,354.49,360.24,42.66,395.88,6.14,-80.46,83.71,6.68,48.18,-11.02,24.02,97.08,4.59,-11.1,107.59,-15.09,-24.64,55.05,-22.69
2487270,499_1,1.6778,71.5,-259.68,219.9,412.21,-90.1,332.3,361.1,82.49,394.66,9.28,-83.54,79.65,10.74,69.36,4.82,40.89,70.91,1.12,-24.55,90.87,-31.22,-15.7,65.39,-14.3
2487271,499_1,1.6806,73.62,-274.24,206.78,422.94,-101.41,304.18,361.96,118.62,380.67,11.94,-87.32,75.55,18.52,94.04,18.25,65.4,43.11,6.86,-50.37,74.16,-44.3,-2.15,77.28,-4.8
2487272,499_1,1.6833,71.86,-287.44,193.59,426.33,-119.24,270.78,361.89,150.78,355.75,13.98,-91.92,71.25,27.18,119.25,28.57,94.29,15.89,19.13,-83.51,58.96,-54.47,13.61,89.13,5.13
2487273,499_1,1.6861,66.92,-298.94,180.12,422.58,-140.89,233.69,359.69,178.37,322.8,15.47,-97.37,66.61,33.53,142.1,35.09,124.35,-8.05,34.57,-118.43,47.1,-62.35,28.77,99.39,14.7
2487274,499_1,1.6889,59.85,-308.33,166.28,412.09,-163.26,195.12,354.14,200.62,285.24,16.55,-103.57,61.58,34.66,160.16,37.23,152.89,-25.97,49.86,-149.95,40.45,-68.85,40.58,106.83,23.01
2487275,499_1,1.6917,51.9,-315.16,152.09,395.54,-183.34,157.6,344.25,216.73,246.6,17.44,-110.34,56.15,28.66,171.84,34.66,177.99,-35.65,62.21,-174.08,40.46,-74.9,47.0,110.76,29.29
2487276,499_1,1.6944,44.19,-319.03,137.65,373.92,-198.54,123.52,329.41,226.15,210.11,18.29,-117.38,50.38,15.03,176.54,27.47,198.55,-35.95,69.89,-188.54,47.81,-81.18,47.01,110.99,32.94
2487277,499_1,1.6972,37.62,-319.63,123.19,348.48,-206.99,94.86,309.48,228.75,178.32,19.15,-124.29,44.37,-5.16,174.62,16.23,214.22,-27.07,72.31,-192.82,62.1,-87.96,40.79,107.77,33.68
2487278,499_1,1.7,32.73,-316.82,108.96,320.76,-207.64,72.8,284.77,225.01,152.93,19.96,-130.59,38.31,-29.53,167.2,1.94,225.05,-10.53,69.92,-187.93,81.86,-95.04,29.59,101.58,31.54
2487279,499_1,1.7028,29.7,-310.66,95.25,292.44,-200.32,57.63,256.03,216.03,134.66,20.59,-135.77,32.4,-54.98,155.85,-14.12,231.35,11.25,63.89,-175.84,104.85,-101.85,15.33,92.93,26.8
2487280,499_1,1.7056,28.38,-301.41,82.28,265.14,-185.7,48.67,224.38,203.4,123.19,20.91,-139.28,26.87,-78.36,142.23,-30.6,233.37,35.55,55.6,-158.78,128.54,-107.6,0.19,82.28,19.88
2487281,499_1,1.7083,28.43,-289.52,70.24,240.26,-165.19,44.47,191.2,188.98,117.33,20.86,-140.67,21.96,-97.15,127.77,-46.3,231.28,59.95,46.35,-138.72,150.58,-111.56,-13.87,70.04,11.28
2487282,499_1,1.7111,29.34,-275.56,59.28,218.75,-140.74,43.08,158.07,174.57,115.26,20.48,-139.63,17.87,-109.8,113.55,-60.31,225.12,82.77,37.03,-116.99,169.21,-113.12,-25.33,56.59,1.55
2487283,499_1,1.7139,30.64,-260.16,49.55,201.04,-114.61,42.52,126.68,161.54,114.85,19.91,-136.04,14.74,-115.92,100.23,-72.07,214.89,103.21,28.07,-94.21,183.46,-112.03,-33.33,42.44,-8.75
2487284,499_1,1.7167,31.9,-243.95,41.22,187.02,-89.09,41.15,98.65,150.65,114.14,19.33,-130.04,12.67,-116.19,88.23,-81.3,200.74,121.26,19.48,-70.5,193.14,-108.38,-37.62,28.29,-18.97
2487285,499_1,1.7194,32.83,-227.52,34.59,176.22,-66.29,38.12,75.49,141.88,111.71,18.93,-122.02,11.7,-112.02,77.8,-87.94,183.09,137.36,11.0,-45.8,198.68,-102.64,-38.49,15.05,-28.38
2487286,499_1,1.7222,33.26,-211.43,30.06,168.01,-47.91,33.48,58.47,134.6,107.01,18.84,-112.6,11.82,-105.25,69.2,-92.03,162.7,152.04,2.28,-20.16,200.87,-95.57,-36.65,3.72,-36.17
2487287,499_1,1.725,33.15,-196.27,28.11,161.83,-35.14,28.25,48.55,127.71,100.43,19.09,-102.58,13.0,-97.7,62.65,-93.66,140.69,165.61,-6.97,5.99,200.57,-88.1,-33.02,-4.78,-41.58
2487288,499_1,1.7278,32.54,-182.6,29.28,157.36,-28.58,24.09,46.3,120.01,93.19,19.61,-92.82,15.21,-90.86,58.34,-92.96,118.36,177.99,-16.81,31.83,198.51,-81.11,-28.6,-9.85,-43.95
2487289,499_1,1.7306,31.47,-171.0,33.97,154.5,-28.17,22.93,51.75,110.48,87.04,20.2,-84.14,18.39,-85.71,56.22,-90.06,96.95,188.66,-27.05,56.22,195.1,-75.29,-24.34,-11.46,-42.9
2487290,499_1,1.7333,30.03,-161.88,42.36,153.26,-33.21,26.42,64.29,98.48,83.76,20.63,-77.19,22.46,-82.59,55.9,-85.09,77.47,196.75,-37.32,77.97,190.4,-70.99,-21.02,-10.2,-38.29
2487291,499_1,1.7361,28.31,-155.43,54.22,153.56,-42.33,35.6,82.5,83.97,84.77,20.63,-72.28,27.3,-81.35,56.63,-78.21,60.46,201.25,-47.17,96.07,184.09,-68.22,-19.23,-7.23,-30.32
2487292,499_1,1.7389,26.47,-151.41,68.91,155.03,-53.55,50.55,104.14,67.39,90.81,19.98,-69.37,32.73,-81.42,57.34,-69.5,46.02,201.21,-56.2,109.85,175.62,-66.73,-19.32,-4.11,-19.37
2487293,499_1,1.7417,24.8,-149.13,85.34,156.85,-64.47,70.44,126.24,49.64,101.81,18.58,-68.04,38.52,-82.05,56.85,-59.04,33.89,195.96,-64.17,119.1,164.34,-66.09,-21.38,-2.37,-6.0
2487294,499_1,1.7444,23.74,-147.5,102.2,157.75,-72.57,93.74,145.37,31.76,116.97,16.42,-67.56,44.37,-82.39,54.19,-46.92,23.64,185.26,-70.98,123.93,149.82,-65.92,-25.19,-3.14,9.1
2487295,499_1,1.7472,23.84,-145.16,118.09,156.16,-75.58,118.53,158.15,14.74,135.0,13.71,-67.04,50.01,-81.69,48.87,-33.37,14.99,169.5,-76.58,124.61,132.02,-65.9,-30.22,-6.78,25.04
2487296,499_1,1.75,25.66,-140.81,131.85,150.53,-71.97,142.97,161.8,-0.74,154.35,10.75,-65.61,55.19,-79.28,41.1,-18.96,7.93,149.71,-80.88,121.34,111.6,-65.88,-35.65,-12.7,40.64
2487297,499_1,1.7528,29.66,-133.4,142.7,139.62,-61.27,165.63,154.66,-14.49,173.52,7.98,-62.58,59.75,-74.69,31.84,-4.78,2.88,127.56,-83.51,114.14,89.95,-65.74,-40.45,-19.34,54.24
2487298,499_1,1.7556,36.03,-122.46,150.41,122.91,-44.27,185.68,136.61,-26.83,191.24,5.86,-57.53,63.63,-67.66,22.6,7.49,0.57,105.26,-83.82,102.77,69.22,-65.38,-43.53,-24.55,63.68
2487299,499_1,1.7583,44.61,-108.11,155.27,100.74,-22.93,202.89,109.13,-38.51,206.53,4.82,-50.39,66.87,-58.21,15.11,15.66,1.77,85.36,-80.86,86.91,51.99,-64.53,-44.01,-26.05,66.44
2487300,499_1,1.7611,54.88,-91.06,157.98,74.4,0.02,217.51,75.12,-50.48,218.76,5.18,-41.46,69.61,-46.72,10.88,17.36,7.0,70.35,-73.6,66.4,40.9,-62.71,-41.41,-22.0,59.97
2487301,499_1,1.7639,66.0,-72.5,159.38,45.99,21.57,229.91,38.4,-63.57,227.56,7.1,-31.3,71.98,-33.93,10.79,10.66,16.21,62.26,-61.24,41.58,38.03,-59.32,-35.83,-11.54,42.45
2487302,499_1,1.7667,76.99,-53.84,160.26,18.11,39.12,240.38,3.11,-78.15,232.73,10.55,-20.64,74.09,-20.9,14.91,-5.18,28.62,62.06,-43.68,13.45,44.24,-53.8,-28.04,4.99,13.59
2487303,499_1,1.7694,86.82,-36.53,161.1,-6.5,50.92,248.83,-26.93,-93.95,234.23,15.3,-10.32,75.95,-8.87,22.53,-29.01,42.88,69.26,-21.76,-16.26,58.62,-46.0,-19.24,26.14,-24.61
2487304,499_1,1.7722,94.6,-21.88,162.01,-25.39,56.4,254.75,-48.75,-109.99,232.09,20.92,-1.11,77.5,1.09,32.48,-57.4,57.4,81.6,2.57,-45.41,78.35,-36.4,-10.77,49.75,-67.53
2487305,499_1,1.775,99.65,-10.89,162.73,-36.78,56.1,257.41,-60.58,-124.83,226.47,26.85,6.38,78.6,8.43,43.52,-84.98,70.69,95.29,26.56,-71.81,98.92,-26.15,-3.6,73.39,-108.3
2487306,499_1,1.7778,101.62,-4.11,162.82,-39.76,51.41,256.15,-61.95,-136.95,217.75,32.43,11.78,79.09,13.39,54.46,-105.35,81.56,105.61,47.27,-93.59,114.92,-16.68,2.09,94.69,-138.98
2487307,499_1,1.7806,100.49,-1.56,161.86,-34.53,44.18,250.71,-53.74,-145.17,206.56,37.03,15.04,78.84,17.21,64.06,-112.63,88.98,107.92,62.45,-109.36,121.25,-9.04,7.12,111.32,-152.26
2487308,499_1,1.7833,96.61,-2.68,159.68,-22.36,36.18,241.62,-37.98,-149.13,193.81,40.15,16.44,77.84,21.87,70.68,-103.04,91.65,98.9,71.22,-118.14,114.32,-3.08,13.21,120.74,-143.43
2487309,499_1,1.7861,90.62,-6.39,156.5,-5.47,28.8,230.24,-17.6,-149.47,180.67,41.47,16.5,76.16,29.59,71.92,-76.34,87.69,77.67,74.48,-119.12,93.26,2.95,22.38,120.05,-111.92
2487310,499_1,1.7889,83.43,-11.15,152.93,13.18,22.8,218.7,3.88,-147.74,168.41,40.92,15.96,74.03,42.15,64.8,-36.48,74.72,46.48,74.83,-111.62,60.57,12.31,36.25,106.3,-62.17
2487311,499_1,1.7917,76.0,-15.19,149.84,30.28,18.3,209.53,22.77,-146.16,158.22,38.63,15.58,71.7,60.12,46.61,8.65,50.55,10.81,75.87,-95.35,22.1,28.81,55.19,77.38,-3.38
2487312,499_1,1.7944,69.28,-16.75,148.17,42.61,14.88,205.15,35.63,-147.07,151.0,34.96,16.04,69.47,82.48,16.15,48.63,14.55,-21.62,81.21,-71.01,-13.92,55.33,77.9,33.38,52.06
