jointforce_id,session_trial,time,elbow_force_x,elbow_force_y,elbow_force_z,shoulder_upper_arm_force_x,shoulder_upper_arm_force_y,shoulder_upper_arm_force_z,shoulder_thorax_force_x,shoulder_thorax_force_y,shoulder_thorax_force_z,wrist_force_x,wrist_force_y,wrist_force_z,glove_elbow_force_x,glove_elbow_force_y,glove_elbow_force_z,glove_shoulder_glove_upper_arm_force_x,glove_shoulder_glove_upper_arm_force_y,glove_shoulder_glove_upper_arm_force_z,glove_shoulder_thorax_force_x,glove_shoulder_thorax_force_y,glove_shoulder_thorax_force_z,glove_wrist_force_x,glove_wrist_force_y,glove_wrist_force_z
2487313,499_1,1.7972,63.98,-14.43,148.68,47.46,11.83,207.31,39.7,-152.4,147.16,30.37,17.8,67.6,106.58,-24.81,72.9,-31.13,-42.71,93.38,-40.93,-38.88,92.29,101.41,-22.12,91.2
2487314,499_2,0.0,2.46,-15.96,-10.86,23.3,5.67,34.4,1.82,3.52,41.92,-2.32,-14.63,-0.18,5.73,86.51,12.96,46.61,-30.04,42.45,-28.99,-61.2,16.36,2.46,76.58,7.38
2487315,499_2,0.0028,-1.55,-17.68,-7.42,26.16,3.88,25.73,8.41,5.36,35.65,-3.79,-16.19,1.11,-2.94,83.55,10.95,52.19,-28.43,34.49,-32.56,-59.89,7.34,-5.07,74.65,4.28
2487316,499_2,0.0055,-4.55,-17.18,-5.38,27.11,3.39,19.54,11.91,6.98,30.69,-5.09,-15.47,1.59,-8.11,75.88,8.33,52.31,-25.14,28.24,-33.14,-55.18,2.16,-9.94,67.97,1.26
2487317,499_2,0.0083,-6.17,-14.63,-4.77,26.17,3.93,16.14,12.3,8.07,27.3,-5.98,-12.55,1.23,-10.04,65.32,5.73,48.26,-21.06,24.3,-31.36,-48.66,0.74,-12.3,58.32,-1.31
2487318,499_2,0.0111,-6.22,-10.48,-5.44,23.57,5.08,15.54,9.95,8.34,25.56,-6.28,-7.83,0.1,-9.28,53.49,3.47,41.47,-16.84,22.86,-28.03,-41.56,2.62,-12.57,47.36,-3.23
2487319,499_2,0.0139,-4.73,-5.37,-7.07,19.76,6.35,17.42,5.57,7.58,25.39,-5.89,-1.94,-1.6,-6.55,41.72,1.63,33.23,-12.72,23.8,-24.0,-34.71,7.17,-11.36,36.41,-4.49
2487320,499_2,0.0167,-1.91,-0.07,-9.25,15.36,7.27,21.24,0.09,5.78,26.58,-4.84,4.3,-3.61,-2.6,30.96,0.07,24.61,-8.73,26.77,-20.03,-28.48,13.71,-9.29,26.42,-5.19
2487321,499_2,0.0194,1.83,4.59,-11.5,11.1,7.48,26.26,-5.45,3.04,28.82,-3.28,10.06,-5.62,1.86,21.83,-1.46,16.37,-4.72,31.28,-16.72,-22.96,21.51,-6.9,17.92,-5.5
2487322,499_2,0.0222,6.06,7.85,-13.32,7.69,6.74,31.68,-10.06,-0.35,31.75,-1.45,14.54,-7.29,6.25,14.67,-3.14,9.02,-0.62,36.71,-14.36,-18.13,29.88,-4.64,11.15,-5.56
2487323,499_2,0.025,10.33,9.15,-14.31,5.69,4.97,36.69,-12.9,-4.03,34.95,0.4,17.15,-8.35,10.17,9.55,-5.06,2.72,3.49,42.44,-12.93,-13.88,38.14,-2.76,6.14,-5.48
2487324,499_2,0.0278,14.3,8.18,-14.18,5.46,2.24,40.64,-13.48,-7.64,38.02,2.09,17.49,-8.62,13.4,6.27,-7.12,-2.62,7.36,47.79,-12.05,-10.13,45.68,-1.35,2.7,-5.31
2487325,499_2,0.0305,17.76,4.95,-12.82,7.05,-1.23,43.09,-11.66,-10.85,40.65,3.54,15.47,-8.03,15.91,4.37,-9.09,-7.41,10.59,52.11,-11.05,-6.75,52.0,-0.34,0.54,-5.03
2487326,499_2,0.0333,20.63,-0.21,-10.37,10.24,-5.1,43.96,-7.73,-13.4,42.66,4.74,11.27,-6.66,17.89,3.14,-10.64,-12.29,12.78,54.84,-9.07,-3.56,56.73,0.45,-0.77,-4.61
2487327,499_2,0.0361,22.89,-6.71,-7.16,14.55,-8.95,43.43,-2.34,-15.15,44.03,5.78,5.34,-4.72,19.64,1.74,-11.51,-17.97,13.67,55.59,-5.33,-0.27,59.75,1.3,-1.71,-3.99
2487328,499_2,0.0389,24.54,-13.8,-3.69,19.42,-12.33,42.0,3.66,-16.02,44.91,6.72,-1.7,-2.48,21.56,-0.67,-11.51,-25.1,13.19,54.22,0.76,3.43,61.14,2.48,-2.78,-3.15
2487329,499_2,0.0417,25.56,-20.67,-0.55,24.21,-14.77,40.24,9.32,-16.01,45.57,7.59,-9.06,-0.28,23.97,-4.69,-10.62,-33.99,11.5,50.88,9.32,7.77,61.17,4.2,-4.38,-2.09
2487330,499_2,0.0444,25.87,-26.59,1.74,28.39,-15.93,38.77,13.81,-15.15,46.27,8.3,-15.91,1.58,27.08,-10.53,-8.94,-44.47,8.92,46.03,19.94,12.74,60.28,6.57,-6.74,-0.84
2487331,499_2,0.0472,25.39,-30.95,2.77,31.51,-15.6,38.04,16.49,-13.54,47.21,8.74,-21.43,2.85,30.87,-17.87,-6.7,-55.79,5.81,40.38,31.67,18.0,58.87,9.51,-9.85,0.49
2487332,499_2,0.05,24.09,-33.33,2.36,33.26,-13.78,38.29,17.03,-11.36,48.45,8.75,-24.98,3.39,35.03,-25.82,-4.17,-66.6,2.51,34.78,43.1,22.84,57.27,12.77,-13.38,1.81
2487333,499_2,0.0528,22.03,-33.56,0.56,33.52,-10.66,39.51,15.38,-8.82,49.89,8.24,-26.13,3.15,39.01,-33.09,-1.61,-75.2,-0.76,30.03,52.61,26.3,55.61,15.95,-16.77,2.98
2487334,499_2,0.0555,19.41,-31.68,-2.36,32.27,-6.66,41.49,11.83,-6.21,51.34,7.21,-24.75,2.22,42.16,-38.2,0.76,-79.85,-3.88,26.8,58.64,27.37,53.85,18.57,-19.3,3.89
2487335,499_2,0.0583,16.55,-27.96,-5.98,29.7,-2.29,43.93,6.86,-3.85,52.55,5.76,-21.08,0.75,43.79,-39.88,2.76,-79.19,-6.77,25.47,59.99,25.29,51.85,20.2,-20.31,4.43
2487336,499_2,0.0611,13.83,-22.87,-9.82,26.12,1.9,46.46,1.12,-2.04,53.34,4.1,-15.65,-1.04,43.46,-37.37,4.25,-72.62,-9.3,26.1,56.12,19.85,49.46,20.51,-19.35,4.53
2487337,499_2,0.0639,11.6,-17.02,-13.4,22.02,5.37,48.79,-4.65,-0.98,53.65,2.45,-9.24,-2.9,41.02,-30.65,5.09,-60.53,-11.27,28.46,47.28,11.48,46.67,19.4,-16.34,4.18
2487338,499_2,0.0667,10.12,-11.06,-16.33,17.95,7.77,50.74,-9.78,-0.78,53.54,1.02,-2.76,-4.57,36.7,-20.5,5.18,-44.33,-12.41,32.08,34.5,1.27,43.61,16.99,-11.58,3.4
2487339,499_2,0.0694,9.5,-5.67,-18.34,14.48,8.85,52.19,-13.65,-1.41,53.19,-0.08,2.88,-5.83,31.04,-8.32,4.45,-26.14,-12.4,36.38,19.38,-9.3,40.63,13.6,-5.73,2.26
2487340,499_2,0.0722,9.68,-1.41,-19.26,12.14,8.59,53.08,-15.8,-2.74,52.8,-0.77,6.95,-6.52,24.75,4.2,2.92,-8.38,-11.04,40.75,3.82,-18.62,38.11,9.69,0.42,0.88
2487341,499_2,0.075,10.48,1.28,-19.05,11.31,7.09,53.36,-15.96,-4.53,52.5,-1.07,8.97,-6.57,18.6,15.42,0.69,6.74,-8.29,44.65,-10.37,-25.39,36.42,5.73,6.04,-0.58
2487342,499_2,0.0778,11.64,2.17,-17.75,12.15,4.57,52.92,-14.02,-6.5,52.31,-1.03,8.8,-5.97,13.2,24.09,-2.0,17.64,-4.36,47.66,-21.73,-28.81,35.74,2.14,10.5,-1.98
2487343,499_2,0.0805,12.87,1.25,-15.49,14.63,1.33,51.63,-10.12,-8.35,52.12,-0.72,6.63,-4.83,8.98,29.52,-4.85,23.53,0.33,49.54,-29.37,-28.77,36.07,-0.78,13.43,-3.18
2487344,499_2,0.0833,13.93,-1.31,-12.5,18.45,-2.24,49.39,-4.59,-9.81,51.72,-0.23,2.93,-3.31,6.13,31.54,-7.55,24.5,5.21,50.17,-33.0,-25.69,37.17,-2.88,14.71,-4.08
2487345,499_2,0.0861,14.62,-5.11,-9.1,23.13,-5.68,46.2,1.97,-10.62,50.92,0.38,-1.63,-1.63,4.64,30.48,-9.79,21.25,9.68,49.58,-32.84,-20.42,38.68,-4.12,14.49,-4.62
2487346,499_2,0.0889,14.83,-9.61,-5.72,28.01,-8.5,42.25,8.75,-10.57,49.6,0.98,-6.3,-0.03,4.35,26.93,-11.39,14.91,13.26,47.9,-29.52,-13.94,40.21,-4.57,13.05,-4.82
2487347,499_2,0.0917,14.54,-14.15,-2.87,32.34,-10.15,37.96,14.73,-9.51,47.8,1.48,-10.37,1.26,5.01,21.65,-12.32,6.74,15.66,45.34,-23.92,-7.16,41.43,-4.35,10.74,-4.72
2487348,499_2,0.0944,13.79,-18.0,-1.06,35.33,-10.15,33.93,18.82,-7.43,45.69,1.79,-13.23,2.04,6.34,15.43,-12.65,-2.07,16.85,42.21,-17.01,-0.82,42.15,-3.63,7.96,-4.43
2487349,499_2,0.0972,12.68,-20.45,-0.74,36.28,-8.16,30.84,20.06,-4.39,43.55,1.82,-14.48,2.18,8.06,9.02,-12.59,-10.49,17.04,38.86,-9.79,4.62,42.34,-2.57,5.1,-4.05
2487350,499_2,0.1,11.31,-20.92,-2.18,34.72,-4.14,29.27,17.77,-0.67,41.67,1.54,-13.92,1.61,9.93,3.07,-12.39,-17.78,16.57,35.69,-3.14,8.93,42.15,-1.3,2.48,-3.71
2487351,499_2,0.1028,9.82,-19.06,-5.36,30.44,1.66,29.61,11.75,3.33,40.24,0.97,-11.57,0.38,11.8,-1.87,-12.26,-23.45,15.83,33.14,2.25,12.01,41.84,0.04,0.38,-3.5
2487352,499_2,0.1056,8.33,-14.84,-9.97,23.69,8.59,31.9,2.43,7.08,39.4,0.15,-7.67,-1.4,13.59,-5.46,-12.36,-27.29,15.17,31.62,5.92,13.89,41.79,1.39,-1.03,-3.45
2487353,499_2,0.1083,6.93,-8.65,-15.39,15.1,15.75,35.86,-9.19,10.03,39.13,-0.84,-2.62,-3.49,15.28,-7.54,-12.73,-29.37,14.77,31.5,7.74,14.63,42.38,2.72,-1.72,-3.56
2487354,499_2,0.1111,5.74,-1.2,-20.85,5.72,22.11,40.91,-21.61,11.7,39.36,-1.9,3.05,-5.63,16.97,-8.22,-13.3,-29.98,14.69,32.97,7.88,14.33,43.92,4.02,-1.75,-3.78
2487355,499_2,0.1139,4.84,6.52,-25.55,-3.22,26.74,46.28,-33.1,11.82,39.97,-2.9,8.74,-7.55,18.74,-7.79,-13.95,-29.61,14.82,36.05,6.76,13.14,46.58,5.31,-1.31,-4.05
2487356,499_2,0.1167,4.3,13.41,-28.8,-10.43,28.94,51.11,-41.98,10.37,40.78,-3.72,13.87,-9.02,20.67,-6.73,-14.5,-28.79,15.0,40.5,4.96,11.28,50.34,6.6,-0.67,-4.29
2487357,499_2,0.1194,4.19,18.47,-30.13,-14.87,28.42,54.61,-46.95,7.61,41.63,-4.23,17.87,-9.88,22.78,-5.53,-14.79,-28.02,15.04,45.86,3.08,9.0,54.91,7.87,-0.1,-4.4
2487358,499_2,0.1222,4.53,20.94,-29.4,-15.89,25.28,56.15,-47.26,3.99,42.27,-4.31,20.27,-10.03,24.97,-4.63,-14.68,-27.62,14.83,51.47,1.59,6.61,59.81,9.07,0.18,-4.36
2487359,499_2,0.125,5.32,20.46,-26.73,-13.41,19.99,55.35,-42.85,0.06,42.47,-3.86,20.72,-9.49,27.03,-4.32,-14.13,-27.68,14.3,56.58,0.77,4.37,64.38,10.13,0.0,-4.12
2487360,499_2,0.1278,6.55,17.07,-22.48,-7.84,13.2,52.16,-34.3,-3.68,42.02,-2.82,19.03,-8.34,28.67,-4.65,-13.13,-28.04,13.47,60.46,0.64,2.47,67.9,10.92,-0.66,-3.69
2487361,499_2,0.1305,8.19,11.16,-17.18,-0.04,5.66,46.85,-22.71,-6.9,40.8,-1.17,15.21,-6.72,29.61,-5.54,-11.75,-28.36,12.4,62.52,1.03,1.03,69.7,11.32,-1.75,-3.1
2487362,499_2,0.1333,10.17,3.43,-11.36,8.97,-2.02,40.01,-9.44,-9.48,38.83,1.05,9.46,-4.8,29.56,-6.73,-10.08,-28.25,11.18,62.37,1.67,0.05,69.31,11.22,-3.1,-2.39
2487363,499_2,0.1361,12.43,-5.33,-5.54,18.11,-9.35,32.47,4.12,-11.52,36.35,3.7,2.22,-2.76,28.38,-7.95,-8.25,-27.38,9.86,59.92,2.3,-0.54,66.53,10.53,-4.52,-1.65
2487364,499_2,0.1389,14.86,-14.28,-0.14,26.53,-16.03,25.19,16.71,-13.26,33.77,6.55,-5.87,-0.77,26.1,-8.93,-6.41,-25.62,8.5,55.38,2.72,-0.83,61.49,9.25,-5.78,-0.94
2487365,499_2,0.1417,17.3,-22.62,4.52,33.58,-21.89,19.13,27.33,-14.97,31.62,9.3,-14.04,1.01,22.9,-9.43,-4.72,-23.05,7.19,49.2,2.84,-0.88,54.68,7.44,-6.7,-0.33
2487366,499_2,0.1444,19.51,-29.67,8.16,38.88,-26.74,15.14,35.24,-16.81,30.45,11.56,-21.42,2.46,19.18,-9.33,-3.35,-19.98,6.09,42.08,2.68,-0.68,46.86,5.29,-7.13,0.1
2487367,499_2,0.1472,21.17,-34.77,10.54,42.2,-30.27,13.8,39.88,-18.71,30.68,12.95,-27.14,3.48,15.43,-8.57,-2.49,-16.89,5.43,34.81,2.28,-0.09,39.0,3.06,-7.02,0.3
2487368,499_2,0.15,21.94,-37.43,11.4,43.41,-32.01,15.37,40.86,-20.32,32.5,13.13,-30.52,4.01,12.2,-7.24,-2.34,-14.35,5.5,28.22,1.76,1.08,32.11,1.07,-6.4,0.24
2487369,499_2,0.1528,21.48,-37.25,10.47,42.44,-31.36,19.73,37.97,-21.09,35.81,11.91,-31.07,3.98,10.0,-5.53,-3.04,-12.92,6.58,23.03,1.23,3.06,27.12,-0.35,-5.41,-0.09
2487370,499_2,0.1556,19.56,-34.08,7.58,39.35,-27.76,26.32,31.26,-20.32,40.23,9.29,-28.68,3.36,9.2,-3.75,-4.64,-13.03,8.78,19.82,0.82,5.93,24.74,-0.95,-4.22,-0.66
2487371,499_2,0.1583,16.14,-28.09,2.71,34.35,-20.86,34.28,21.18,-17.41,45.12,5.5,-23.57,2.15,9.99,-2.24,-7.04,-14.85,12.01,18.89,0.67,9.6,25.26,-0.55,-3.06,-1.43
2487372,499_2,0.1611,11.44,-19.79,-3.9,27.92,-10.84,42.49,8.65,-12.09,49.76,1.0,-16.32,0.43,12.31,-1.32,-9.98,-18.25,15.85,20.26,0.9,13.65,28.59,0.83,-2.09,-2.31
2487373,499_2,0.1639,5.93,-10.09,-11.65,20.79,1.55,49.78,-4.93,-4.54,53.48,-3.57,-7.8,-1.67,15.89,-1.11,-13.04,-22.74,19.58,23.68,1.57,17.38,34.17,3.04,-1.37,-3.2
2487374,499_2,0.1667,0.35,-0.15,-19.67,13.93,14.9,55.19,-17.83,4.47,55.78,-7.56,1.01,-3.93,20.26,-1.53,-15.68,-27.53,22.34,28.71,2.65,19.89,41.1,5.8,-0.85,-3.97
2487375,499_2,0.1694,-4.46,8.73,-26.9,8.32,27.38,58.11,-28.3,13.69,56.5,-10.37,9.14,-6.09,24.87,-2.24,-17.34,-31.66,23.24,34.74,4.03,20.24,48.29,8.77,-0.36,-4.5
2487376,499_2,0.1722,-7.68,15.39,-32.29,4.79,37.05,58.44,-34.9,21.57,55.83,-11.64,15.75,-7.88,29.15,-2.67,-17.55,-34.16,21.57,41.15,5.48,17.64,54.66,11.57,0.35,-4.68
2487377,499_2,0.175,-8.69,18.97,-35.02,3.82,42.24,56.62,-36.8,26.63,54.26,-11.27,20.27,-9.05,32.63,-2.2,-16.0,-34.25,16.98,47.4,6.71,11.65,59.34,13.91,1.53,-4.41
2487378,499_2,0.1778,-7.22,19.11,-34.68,5.42,41.96,53.48,-33.99,27.71,52.4,-9.45,22.41,-9.45,35.03,-0.27,-12.64,-31.51,9.58,53.08,7.41,2.29,61.82,15.61,3.38,-3.67
2487379,499_2,0.1805,-3.41,15.96,-31.32,9.12,36.04,50.02,-27.23,24.26,50.88,-6.61,22.18,-9.04,36.26,3.43,-7.73,-25.94,-0.01,57.99,7.29,-9.86,62.07,16.59,5.94,-2.49
2487380,499_2,0.1833,2.2,10.17,-25.48,14.07,25.22,47.21,-17.92,16.48,50.16,-3.31,19.82,-7.88,36.46,8.87,-1.8,-18.02,-10.7,62.12,6.11,-23.71,60.44,16.93,9.11,-0.98
2487381,499_2,0.1861,8.8,2.73,-18.01,19.27,10.96,45.74,-7.73,5.23,50.44,-0.1,15.78,-6.13,35.91,15.57,4.35,-8.62,-21.09,65.54,3.75,-37.76,57.66,16.78,12.61,0.69
2487382,499_2,0.1889,15.47,-5.23,-9.98,23.76,-4.86,45.95,1.72,-8.1,51.69,2.55,10.59,-4.03,34.94,22.74,9.84,1.14,-29.65,68.33,0.21,-50.3,54.52,16.33,16.03,2.3
2487383,499_2,0.1917,21.38,-12.66,-2.41,26.89,-20.26,47.77,9.16,-21.88,53.64,4.35,4.81,-1.82,33.81,29.29,13.83,10.01,-35.03,70.45,-4.3,-59.62,51.77,15.73,18.84,3.6
2487384,499_2,0.1944,25.9,-18.77,3.84,28.38,-33.49,50.77,13.91,-34.46,55.93,5.2,-1.04,0.25,32.67,34.09,15.67,16.82,-36.24,71.66,-9.36,-64.29,49.88,15.06,20.54,4.42
2487385,499_2,0.1972,28.74,-23.12,8.2,28.4,-43.28,54.27,15.92,-44.43,58.17,5.22,-6.49,1.99,31.49,36.11,15.06,20.61,-32.89,71.57,-14.34,-63.4,48.95,14.29,20.65,4.63
2487386,499_2,0.2,29.91,-25.67,10.44,27.48,-48.92,57.47,15.7,-50.77,59.98,4.64,-11.19,3.26,30.1,34.64,12.07,20.72,-25.26,69.7,-18.49,-56.65,48.76,13.33,18.89,4.21
2487387,499_2,0.2028,29.68,-26.71,10.64,26.38,-50.33,59.6,14.18,-53.0,61.13,3.81,-14.9,4.0,28.3,29.38,7.13,16.91,-14.27,65.64,-20.98,-44.52,48.88,12.03,15.2,3.23
2487388,499_2,0.2056,28.52,-26.78,9.18,25.91,-47.99,60.08,12.46,-51.14,61.48,3.08,-17.54,4.21,25.94,20.61,0.91,9.35,-1.29,59.25,-21.17,-28.11,48.83,10.28,9.8,1.83
2487389,499_2,0.2083,27.01,-26.52,6.62,26.76,-42.8,58.61,11.57,-45.75,61.08,2.76,-19.12,3.97,23.02,9.08,-5.81,-1.35,12.09,50.8,-18.7,-9.09,48.3,8.07,3.23,0.16
2487390,499_2,0.2111,25.69,-26.51,3.58,29.32,-35.91,55.26,12.25,-37.79,60.09,3.05,-19.75,3.39,19.7,-4.01,-12.27,-14.16,24.34,41.02,-13.64,10.56,47.23,5.52,-3.73,-1.62
2487391,499_2,0.2139,25.0,-27.14,0.65,33.55,-28.52,50.42,14.77,-28.46,58.76,4.04,-19.62,2.61,16.33,-17.2,-17.87,-27.78,34.18,30.99,-6.52,28.79,45.78,2.84,-10.18,-3.35
2487392,499_2,0.2167,25.19,-28.46,-1.73,38.97,-21.67,44.74,18.85,-19.03,57.3,5.68,-18.88,1.73,13.31,-28.92,-22.19,-40.71,40.77,21.96,1.7,43.72,44.29,0.32,-15.23,-4.93
2487393,499_2,0.2194,26.27,-30.2,-3.34,44.64,-16.02,39.0,23.64,-10.59,55.83,7.78,-17.62,0.83,11.04,-37.73,-24.98,-51.39,43.73,15.07,9.79,53.84,43.05,-1.73,-18.12,-6.26
2487394,499_2,0.2222,27.99,-31.71,-4.26,49.3,-11.8,33.95,27.89,-3.91,54.29,10.09,-15.85,-0.06,9.78,-42.45,-26.14,-58.43,43.07,11.14,16.5,58.19,42.23,-3.09,-18.39,-7.26
2487395,499_2,0.225,29.89,-32.17,-4.76,51.58,-8.76,30.17,30.15,0.66,52.47,12.31,-13.5,-0.97,9.6,-42.4,-25.67,-60.82,39.18,10.45,20.79,56.48,41.72,-3.64,-15.92,-7.85
2487396,499_2,0.2278,31.4,-30.7,-5.34,50.29,-6.29,28.06,29.04,3.24,50.09,14.16,-10.47,-1.95,10.37,-37.48,-23.64,-58.13,32.66,12.71,22.06,49.1,41.22,-3.39,-10.98,-7.95
2487397,499_2,0.2306,31.91,-26.63,-6.5,44.66,-3.61,27.81,23.56,4.25,46.94,15.39,-6.74,-3.06,11.81,-28.33,-20.2,-50.69,24.31,17.1,20.3,37.13,40.29,-2.48,-4.26,-7.54
2487398,499_2,0.2333,30.94,-19.7,-8.67,34.6,0.0,29.41,13.36,4.35,43.01,15.86,-2.41,-4.3,13.53,-16.25,-15.61,-39.61,14.95,22.49,16.15,22.25,38.57,-1.11,3.27,-6.59
2487399,499_2,0.2361,28.22,-10.13,-12.08,20.78,4.99,32.73,-1.16,4.2,38.56,15.55,2.18,-5.61,15.18,-3.12,-10.21,-26.72,5.48,27.63,10.73,6.52,35.92,0.47,10.4,-5.16
2487400,499_2,0.2389,23.75,1.26,-16.68,4.61,11.43,37.48,-18.78,4.35,34.11,14.51,6.53,-6.87,16.5,8.87,-4.5,-14.23,-3.21,31.47,5.44,-7.85,32.52,2.05,15.91,-3.37
2487401,499_2,0.2417,17.84,13.25,-22.09,-11.98,18.9,43.24,-37.61,5.13,30.35,12.91,9.97,-7.87,17.38,17.58,0.95,-4.41,-10.33,33.33,1.64,-18.85,28.89,3.49,18.72,-1.38
2487402,499_2,0.2444,11.07,24.3,-27.68,-26.8,26.63,49.45,-55.37,6.6,27.93,10.98,11.83,-8.36,17.92,21.37,5.51,0.93,-15.15,33.0,0.29,-24.98,25.76,4.76,18.12,0.58
2487403,499_2,0.2472,4.21,32.88,-32.61,-37.79,33.49,55.41,-69.63,8.54,27.37,8.93,11.58,-8.11,18.33,19.34,8.59,0.74,-17.19,30.8,1.8,-25.44,23.93,5.88,13.92,2.27
2487404,499_2,0.25,-1.86,37.66,-35.97,-43.32,38.26,60.34,-78.23,10.46,28.85,6.98,9.0,-6.99,18.9,11.6,9.74,-5.08,-16.19,27.4,5.9,-20.32,24.06,6.95,6.46,3.48
2487405,499_2,0.2528,-6.3,37.77,-36.94,-42.45,39.71,63.44,-79.58,11.71,32.17,5.25,4.25,-4.97,19.91,-0.81,8.76,-15.6,-12.28,23.71,11.76,-10.5,26.52,8.07,-3.44,4.08
2487406,499_2,0.2555,-8.36,32.97,-34.88,-35.14,36.78,64.07,-72.88,11.48,36.79,3.81,-2.05,-2.19,21.52,-16.04,5.77,-29.15,-5.97,20.64,18.24,2.38,31.23,9.31,-14.58,4.06
2487407,499_2,0.2583,-7.52,23.68,-29.47,-22.25,28.78,61.8,-58.34,8.96,41.89,2.64,-8.97,1.02,23.69,-31.78,1.29,-43.51,1.82,18.93,24.12,16.24,37.67,10.66,-25.58,3.5
2487408,499_2,0.2611,-3.58,10.97,-20.81,-5.45,15.51,56.62,-37.14,3.44,46.55,1.69,-15.32,4.2,26.22,-45.52,-3.88,-56.3,9.82,19.01,28.33,28.73,44.94,12.02,-35.06,2.63
2487409,499_2,0.2639,3.34,-3.58,-9.49,13.03,-2.59,48.97,-11.45,-5.44,49.96,0.92,-19.97,6.8,28.71,-54.85,-8.71,-65.25,16.61,21.0,30.11,37.58,51.85,13.2,-41.77,1.74
2487410,499_2,0.2667,12.71,-18.11,3.48,30.76,-24.33,39.79,15.91,-17.58,51.59,0.34,-22.01,8.28,30.68,-57.74,-12.12,-68.49,20.76,24.74,29.05,40.84,57.16,13.99,-44.66,1.12
2487411,499_2,0.2694,23.68,-30.77,16.7,45.48,-47.81,30.35,41.75,-32.22,51.33,0.07,-21.01,8.27,31.67,-52.74,-13.24,-64.74,21.12,29.86,25.02,37.12,59.74,14.16,-42.95,1.0
2487412,499_2,0.2722,35.15,-40.03,28.65,55.5,-70.58,22.14,63.04,-48.04,49.52,0.29,-17.07,6.66,31.32,-39.17,-11.52,-53.43,17.08,35.89,18.13,25.85,58.8,13.52,-36.22,1.46
2487413,499_2,0.275,45.89,-44.94,37.91,59.99,-90.02,16.53,77.36,-63.24,46.89,1.22,-10.91,3.72,29.48,-17.31,-6.96,-34.92,8.7,42.35,8.68,7.45,54.08,11.99,-24.41,2.44
2487414,499_2,0.2778,54.76,-45.25,43.45,59.04,-103.78,14.51,83.33,-75.86,44.35,3.04,-3.68,0.02,26.24,11.49,-0.14,-10.5,-3.11,48.79,-2.91,-16.6,45.91,9.59,-7.99,3.69
2487415,499_2,0.2805,60.83,-41.49,44.8,53.67,-110.21,16.44,80.85,-84.2,42.78,5.84,3.2,-3.56,21.98,44.8,7.81,17.62,-16.67,54.88,-16.11,-43.79,35.29,6.5,12.02,4.82
2487416,499_2,0.2833,63.59,-34.81,42.18,45.49,-108.71,22.0,71.09,-87.13,42.79,9.52,8.32,-6.13,17.28,79.3,15.36,46.48,-29.67,60.39,-30.29,-70.81,23.77,3.04,34.06,5.39
2487417,499_2,0.2861,62.98,-26.73,36.36,36.4,-99.88,30.21,56.21,-84.35,44.62,13.79,10.57,-6.97,12.88,111.12,20.87,72.72,-39.55,65.22,-44.75,-94.01,13.25,-0.39,56.12,5.03
2487418,499_2,0.2889,59.4,-18.8,28.54,28.09,-85.37,39.72,38.89,-76.47,48.03,18.17,9.39,-5.69,9.55,136.38,22.85,93.03,-43.91,69.35,-58.76,-109.89,5.71,-3.32,75.93,3.51
2487419,499_2,0.2917,53.55,-12.22,20.01,21.74,-67.52,49.04,21.72,-64.87,52.42,22.09,4.88,-2.4,7.92,151.77,20.32,104.67,-41.01,72.82,-71.58,-115.75,2.76,-5.33,91.29,0.84
2487420,499_2,0.2944,46.32,-7.64,11.91,17.75,-48.87,56.92,6.69,-51.4,56.93,24.9,-2.15,2.36,8.4,155.08,13.02,105.92,-30.13,75.61,-82.46,-110.12,5.38,-6.12,100.37,-2.69
2487421,499_2,0.2972,38.52,-5.01,5.01,15.78,-31.67,62.54,-5.14,-37.98,60.67,26.03,-10.36,7.67,11.01,145.57,1.49,96.37,-11.83,77.62,-90.75,-93.11,13.64,-5.59,101.98,-6.6
2487422,499_2,0.3,30.82,-3.69,-0.43,14.89,-17.5,65.69,-13.71,-26.25,62.89,25.03,-18.09,12.45,15.42,124.04,-12.96,76.95,12.1,78.61,-95.82,-66.31,26.73,-3.87,95.77,-10.25
2487423,499_2,0.3028,23.62,-2.73,-4.63,13.91,-7.04,66.69,-19.79,-17.22,63.23,21.71,-23.73,15.63,20.99,92.7,-28.53,49.72,38.93,78.28,-97.15,-32.6,43.04,-1.3,82.25,-13.03
2487424,499_2,0.3056,17.08,-1.16,-8.2,11.78,-0.13,66.3,-24.58,-11.22,61.71,16.14,-26.02,16.35,26.94,54.72,-43.2,17.48,65.44,76.33,-94.34,4.44,60.6,1.65,62.76,-14.48
2487425,499_2,0.3083,11.24,1.7,-11.86,7.94,4.05,65.4,-29.25,-7.9,58.78,8.72,-24.34,14.12,32.51,13.76,-55.1,-16.74,88.41,72.57,-87.16,41.04,77.38,4.51,39.23,-14.34
2487426,499_2,0.3111,6.07,6.02,-16.26,2.46,6.61,64.8,-34.56,-6.44,55.15,0.11,-18.77,8.91,37.15,-26.59,-62.74,-50.16,105.15,67.0,-75.57,73.83,91.7,6.94,13.93,-12.56
2487427,499_2,0.3139,1.58,11.38,-21.66,-3.95,8.61,64.92,-40.54,-5.83,51.6,-8.84,-10.13,1.22,40.56,-63.19,-65.23,-80.48,113.84,59.86,-59.85,100.2,102.42,8.77,-10.81,-9.34
