jointmoment_id,session_trial,time,elbow_moment_x,elbow_moment_y,elbow_moment_z,shoulder_thorax_moment_x,shoulder_thorax_moment_y,shoulder_thorax_moment_z,shoulder_upper_arm_moment_x,shoulder_upper_arm_moment_y,shoulder_upper_arm_moment_z,wrist_moment_x,wrist_moment_y,wrist_moment_z,glove_elbow_moment_x,glove_elbow_moment_y,glove_elbow_moment_z,glove_shoulder_glove_upper_arm_moment_x,glove_shoulder_glove_upper_arm_moment_y,glove_shoulder_glove_upper_arm_moment_z,glove_shoulder_thorax_moment_x,glove_shoulder_thorax_moment_y,glove_shoulder_thorax_moment_z,glove_wrist_moment_x,glove_wrist_moment_y,glove_wrist_moment_z
2481646,498_1,1.1111,-5.18,47.67,-6.68,-8.09,-2.9,52.0,20.38,19.13,44.56,11.97,-5.28,0.38,-0.01,-8.86,-0.01,6.33,14.48,7.26,-3.06,15.27,7.41,-1.2,-1.0,-0.06
2481647,498_1,1.1139,-8.37,49.33,-4.66,-6.83,-9.45,58.99,28.36,24.4,46.76,11.48,-5.56,0.23,-0.19,-9.6,0.12,5.78,14.81,8.45,-4.32,15.41,7.98,-1.36,-1.04,-0.03
2481648,498_1,1.1167,-11.31,47.76,-2.49,-3.76,-16.05,62.82,36.01,27.86,45.87,10.27,-5.72,0.07,-0.24,-10.15,0.24,4.8,15.28,9.84,-6.04,15.58,8.4,-1.46,-1.02,-0.01
2481649,498_1,1.1194,-13.69,43.53,-0.39,0.74,-22.11,63.57,42.83,29.36,42.34,8.65,-5.72,-0.08,-0.14,-10.48,0.33,3.51,15.86,11.3,-8.07,15.78,8.66,-1.51,-0.95,0.01
2481650,498_1,1.1222,-15.37,37.43,1.47,5.83,-26.99,61.54,48.05,29.09,36.93,6.92,-5.53,-0.23,0.11,-10.57,0.39,2.05,16.52,12.69,-10.19,15.99,8.73,-1.49,-0.83,0.03
2481651,498_1,1.125,-16.39,30.52,2.97,10.27,-30.11,57.2,50.78,27.55,30.62,5.33,-5.17,-0.36,0.48,-10.44,0.42,0.6,17.16,13.87,-12.19,16.21,8.65,-1.43,-0.68,0.04
2481652,498_1,1.1278,-16.91,23.89,4.07,12.68,-31.01,51.17,50.11,25.48,24.47,4.07,-4.65,-0.47,0.93,-10.16,0.41,-0.66,17.72,14.73,-13.8,16.39,8.46,-1.34,-0.51,0.05
2481653,498_1,1.1306,-17.13,18.54,4.77,11.8,-29.42,44.12,45.39,23.69,19.47,3.24,-3.99,-0.55,1.39,-9.8,0.37,-1.52,18.09,15.13,-14.79,16.5,8.22,-1.25,-0.35,0.05
2481654,498_1,1.1333,-17.22,15.21,5.09,6.83,-25.38,36.7,36.39,22.88,16.37,2.86,-3.22,-0.61,1.82,-9.46,0.3,-1.8,18.23,14.98,-14.96,16.52,8.01,-1.17,-0.21,0.05
2481655,498_1,1.1361,-17.25,14.22,5.06,-2.36,-19.19,29.44,23.46,23.47,15.49,2.86,-2.36,-0.63,2.17,-9.22,0.22,-1.36,18.07,14.26,-14.17,16.43,7.9,-1.14,-0.11,0.04
2481656,498_1,1.1389,-17.19,15.39,4.74,-15.09,-11.46,22.72,7.53,25.46,16.69,3.11,-1.44,-0.61,2.42,-9.14,0.15,-0.16,17.63,12.97,-12.41,16.23,7.93,-1.17,-0.05,0.02
2481657,498_1,1.1417,-16.94,18.09,4.17,-29.9,-3.0,16.66,-9.92,28.44,19.34,3.44,-0.52,-0.56,2.56,-9.29,0.08,1.76,16.93,11.18,-9.75,15.95,8.15,-1.25,-0.02,0.01
2481658,498_1,1.1444,-16.38,21.29,3.4,-44.74,5.26,11.2,-27.08,31.63,22.44,3.69,0.35,-0.47,2.61,-9.67,0.05,4.28,16.06,9.04,-6.4,15.62,8.56,-1.41,-0.04,0.0
2481659,498_1,1.1472,-15.4,23.85,2.49,-57.35,12.42,6.18,-42.02,34.01,24.86,3.7,1.1,-0.35,2.6,-10.27,0.04,7.18,15.12,6.72,-2.64,15.3,9.15,-1.61,-0.08,-0.01
2481660,498_1,1.15,-13.91,24.69,1.51,-65.63,17.72,1.39,-53.04,34.61,25.54,3.36,1.67,-0.21,2.56,-11.04,0.07,10.24,14.24,4.39,1.23,15.04,9.88,-1.85,-0.15,-0.01
2481661,498_1,1.1528,-11.89,23.1,0.52,-68.07,20.66,-3.27,-58.93,32.7,23.8,2.62,2.04,-0.06,2.51,-11.9,0.12,13.21,13.52,2.23,4.9,14.9,10.68,-2.09,-0.22,-0.01
2481662,498_1,1.1556,-9.39,18.87,-0.39,-64.08,21.11,-7.79,-59.2,27.98,19.42,1.52,2.2,0.09,2.45,-12.78,0.2,15.88,13.06,0.34,8.14,14.92,11.48,-2.32,-0.31,-0.01
2481663,498_1,1.1583,-6.55,12.29,-1.17,-54.06,19.31,-12.04,-54.18,20.62,12.71,0.16,2.17,0.22,2.39,-13.57,0.28,18.09,12.89,-1.21,10.77,15.12,12.21,-2.51,-0.39,0.0
2481664,498_1,1.1611,-3.54,4.08,-1.75,-39.34,15.85,-15.89,-45.0,11.22,4.4,-1.34,1.99,0.32,2.29,-14.19,0.36,19.74,13.01,-2.4,12.73,15.47,12.79,-2.62,-0.48,0.0
2481665,498_1,1.1639,-0.6,-4.8,-2.12,-21.89,11.56,-19.24,-33.35,0.69,-4.56,-2.79,1.71,0.38,2.1,-14.57,0.42,20.78,13.37,-3.24,13.99,15.93,13.16,-2.65,-0.56,0.01
2481666,498_1,1.1667,2.03,-13.4,-2.25,-3.93,7.36,-22.12,-21.19,-9.97,-13.2,-4.07,1.36,0.41,1.78,-14.68,0.46,21.19,13.88,-3.74,14.57,16.43,13.3,-2.58,-0.65,0.01
2481667,498_1,1.1694,4.13,-20.89,-2.17,12.48,4.06,-24.65,-10.39,-19.86,-20.72,-5.04,0.96,0.4,1.24,-14.51,0.47,20.98,14.46,-3.89,14.47,16.9,13.18,-2.43,-0.75,0.01
2481668,498_1,1.1722,5.54,-26.75,-1.89,25.76,2.26,-27.03,-2.37,-28.25,-26.58,-5.66,0.53,0.37,0.45,-14.08,0.47,20.19,15.0,-3.68,13.72,17.24,12.84,-2.2,-0.86,0.0
2481669,498_1,1.175,6.21,-30.72,-1.47,34.96,2.22,-29.39,2.05,-34.67,-30.55,-5.9,0.07,0.31,-0.62,-13.45,0.46,18.86,15.41,-3.09,12.37,17.38,12.32,-1.92,-0.99,0.0
2481670,498_1,1.1778,6.14,-32.83,-0.94,39.8,3.83,-31.77,2.75,-38.91,-32.66,-5.79,-0.4,0.22,-1.94,-12.67,0.45,17.1,15.65,-2.12,10.48,17.3,11.66,-1.61,-1.15,-0.01
2481671,498_1,1.1806,5.44,-33.26,-0.36,40.56,6.73,-34.09,0.2,-40.97,-33.09,-5.39,-0.87,0.13,-3.44,-11.82,0.45,15.01,15.69,-0.81,8.15,16.97,10.93,-1.29,-1.34,-0.02
2481672,498_1,1.1833,4.24,-32.27,0.22,37.9,10.41,-36.17,-4.76,-40.98,-32.14,-4.77,-1.32,0.03,-4.99,-10.99,0.48,12.75,15.54,0.75,5.56,16.45,10.22,-0.99,-1.55,-0.02
2481673,498_1,1.1861,2.71,-30.18,0.76,32.66,14.32,-37.78,-11.13,-39.21,-30.09,-3.99,-1.73,-0.06,-6.46,-10.26,0.53,10.52,15.27,2.47,2.88,15.82,9.58,-0.74,-1.77,-0.01
2481674,498_1,1.1889,1.02,-27.3,1.2,25.76,17.99,-38.71,-17.95,-36.02,-27.25,-3.14,-2.07,-0.13,-7.71,-9.7,0.61,8.48,14.97,4.25,0.31,15.19,9.11,-0.56,-1.99,-0.01
2481675,498_1,1.1917,-0.66,-23.92,1.51,18.05,21.1,-38.86,-24.43,-31.83,-23.91,-2.29,-2.31,-0.19,-8.62,-9.39,0.71,6.78,14.76,6.01,-2.04,14.7,8.86,-0.47,-2.19,0.0
2481676,498_1,1.1944,-2.18,-20.34,1.65,10.34,23.5,-38.25,-30.0,-27.15,-20.33,-1.51,-2.44,-0.22,-9.16,-9.38,0.82,5.52,14.74,7.73,-4.08,14.49,8.9,-0.47,-2.35,0.02
2481677,498_1,1.1972,-3.43,-16.88,1.64,3.34,25.14,-36.97,-34.29,-22.5,-16.81,-0.85,-2.46,-0.22,-9.32,-9.69,0.94,4.71,15.01,9.46,-5.87,14.65,9.25,-0.58,-2.49,0.03
2481678,498_1,1.2,-4.32,-13.8,1.48,-2.37,26.06,-35.24,-37.11,-18.37,-13.6,-0.36,-2.37,-0.2,-9.16,-10.32,1.06,4.28,15.59,11.27,-7.52,15.21,9.9,-0.79,-2.57,0.05
2481679,498_1,1.2028,-4.8,-11.32,1.21,-6.38,26.32,-33.22,-38.39,-15.16,-10.94,-0.07,-2.19,-0.15,-8.81,-11.2,1.16,4.09,16.46,13.26,-9.17,16.15,10.79,-1.06,-2.61,0.06
2481680,498_1,1.2056,-4.87,-9.57,0.88,-8.5,25.97,-31.09,-38.15,-13.04,-8.94,0.01,-1.94,-0.09,-8.37,-12.21,1.23,3.97,17.5,15.51,-11.0,17.34,11.82,-1.39,-2.61,0.07
2481681,498_1,1.2083,-4.55,-8.54,0.55,-8.83,25.0,-28.9,-36.52,-11.98,-7.65,-0.08,-1.66,-0.03,-7.98,-13.23,1.25,3.72,18.6,18.04,-13.13,18.66,12.86,-1.72,-2.56,0.07
2481682,498_1,1.2111,-3.86,-8.07,0.25,-7.72,23.42,-26.63,-33.71,-11.65,-6.95,-0.31,-1.37,0.02,-7.71,-14.12,1.21,3.2,19.59,20.84,-15.62,19.95,13.78,-2.04,-2.46,0.06
2481683,498_1,1.2139,-2.87,-7.91,0.01,-5.75,21.21,-24.19,-29.96,-11.59,-6.63,-0.62,-1.06,0.07,-7.64,-14.77,1.12,2.33,20.38,23.82,-18.44,21.09,14.48,-2.29,-2.33,0.05
2481684,498_1,1.2167,-1.61,-7.76,-0.15,-3.54,18.39,-21.45,-25.6,-11.27,-6.44,-0.94,-0.73,0.1,-7.78,-15.13,0.98,1.12,20.91,26.84,-21.48,22.02,14.89,-2.48,-2.17,0.03
2481685,498_1,1.2194,-0.11,-7.37,-0.24,-1.66,15.04,-18.34,-20.93,-10.29,-6.14,-1.23,-0.38,0.1,-8.11,-15.2,0.79,-0.34,21.18,29.75,-24.55,22.72,15.0,-2.59,-2.0,0.01
2481686,498_1,1.2222,1.59,-6.61,-0.27,-0.43,11.35,-14.87,-16.2,-8.48,-5.59,-1.46,0.01,0.1,-8.56,-15.0,0.59,-1.9,21.22,32.33,-27.4,23.22,14.86,-2.61,-1.84,-0.02
2481687,498_1,1.225,3.47,-5.51,-0.26,0.15,7.59,-11.18,-11.6,-6.02,-4.77,-1.63,0.43,0.08,-9.03,-14.59,0.4,-3.37,21.08,34.39,-29.76,23.51,14.5,-2.57,-1.71,-0.05
2481688,498_1,1.2278,5.46,-4.28,-0.23,0.37,4.08,-7.54,-7.28,-3.38,-3.8,-1.77,0.86,0.05,-9.39,-14.03,0.22,-4.59,20.78,35.74,-31.4,23.61,13.98,-2.47,-1.6,-0.07
2481689,498_1,1.2306,7.47,-3.21,-0.17,0.7,1.23,-4.3,-3.32,-1.26,-2.89,-1.9,1.25,0.02,-9.52,-13.34,0.08,-5.46,20.3,36.24,-32.15,23.49,13.34,-2.33,-1.51,-0.08
2481690,498_1,1.2333,9.36,-2.68,-0.08,1.63,-0.6,-1.89,0.13,-0.39,-2.31,-2.06,1.57,-0.01,-9.26,-12.57,-0.02,-5.9,19.64,35.81,-31.92,23.09,12.58,-2.16,-1.42,-0.09
2481691,498_1,1.2361,10.92,-2.95,0.05,3.48,-1.06,-0.71,2.86,-1.34,-2.27,-2.28,1.75,-0.03,-8.52,-11.71,-0.09,-5.93,18.78,34.46,-30.71,22.4,11.73,-1.98,-1.3,-0.09
2481692,498_1,1.2389,11.91,-4.17,0.24,6.29,0.03,-1.07,4.57,-4.37,-2.92,-2.55,1.73,-0.06,-7.24,-10.82,-0.12,-5.56,17.77,32.27,-28.59,21.43,10.83,-1.81,-1.14,-0.08
2481693,498_1,1.2417,12.11,-6.28,0.49,9.73,2.71,-3.11,4.94,-9.35,-4.24,-2.84,1.5,-0.08,-5.45,-9.92,-0.13,-4.84,16.7,29.38,-25.71,20.27,9.91,-1.67,-0.92,-0.07
2481694,498_1,1.2444,11.34,-9.03,0.79,13.24,6.8,-6.73,3.71,-15.76,-6.05,-3.11,1.05,-0.11,-3.25,-9.09,-0.12,-3.83,15.72,25.96,-22.2,19.04,9.04,-1.57,-0.63,-0.05
2481695,498_1,1.2472,9.57,-12.01,1.1,16.12,11.87,-11.57,0.81,-22.75,-8.09,-3.3,0.42,-0.12,-0.8,-8.38,-0.09,-2.54,15.02,22.15,-18.16,17.92,8.29,-1.53,-0.29,-0.03
2481696,498_1,1.25,6.91,-14.72,1.39,17.74,17.31,-17.02,-3.58,-29.31,-10.0,-3.36,-0.3,-0.13,1.7,-7.85,-0.05,-1.0,14.76,18.07,-13.68,17.06,7.7,-1.54,0.08,0.0
2481697,498_1,1.2528,3.66,-16.69,1.6,17.7,22.39,-22.31,-8.95,-34.45,-11.43,-3.25,-1.01,-0.14,4.04,-7.51,0.01,0.78,15.08,13.77,-8.79,16.57,7.3,-1.6,0.46,0.02
2481698,498_1,1.2556,0.22,-17.54,1.7,15.91,26.36,-26.63,-14.58,-37.36,-12.11,-2.96,-1.62,-0.13,6.05,-7.35,0.07,2.78,16.03,9.28,-3.52,16.51,7.08,-1.67,0.8,0.05
2481699,498_1,1.2583,-2.92,-17.07,1.67,12.59,28.62,-29.29,-19.65,-37.57,-11.9,-2.5,-2.03,-0.12,7.6,-7.33,0.12,4.94,17.54,4.69,2.01,16.87,7.0,-1.75,1.09,0.07
2481700,498_1,1.2611,-5.34,-15.32,1.5,8.2,28.81,-29.88,-23.44,-35.04,-10.8,-1.94,-2.18,-0.09,8.63,-7.42,0.17,7.13,19.49,0.17,7.57,17.57,7.02,-1.82,1.3,0.08
2481701,498_1,1.2639,-6.74,-12.54,1.21,3.35,26.92,-28.36,-25.49,-30.14,-8.96,-1.34,-2.07,-0.07,9.13,-7.55,0.19,9.2,21.64,-3.97,12.77,18.53,7.07,-1.86,1.41,0.09
2481702,498_1,1.2667,-6.99,-9.15,0.86,-1.38,23.28,-25.07,-25.69,-23.6,-6.67,-0.78,-1.72,-0.04,9.12,-7.68,0.19,10.92,23.74,-7.32,17.1,19.66,7.11,-1.86,1.42,0.09
2481703,498_1,1.2694,-6.18,-5.66,0.48,-5.52,18.5,-20.66,-24.32,-16.36,-4.25,-0.34,-1.2,-0.01,8.68,-7.79,0.15,12.07,25.55,-9.41,20.01,20.87,7.1,-1.82,1.34,0.08
2481704,498_1,1.2722,-4.55,-2.56,0.13,-8.79,13.33,-15.9,-21.91,-9.39,-2.04,-0.09,-0.59,0.01,7.9,-7.86,0.08,12.46,26.89,-9.85,21.04,22.14,7.03,-1.75,1.16,0.06
2481705,498_1,1.275,-2.44,-0.21,-0.15,-11.07,8.5,-11.59,-19.09,-3.5,-0.29,-0.03,0.03,0.03,6.89,-7.92,-0.02,12.02,27.66,-8.41,19.94,23.46,6.9,-1.67,0.92,0.03
2481706,498_1,1.2778,-0.22,1.19,-0.34,-12.42,4.58,-8.27,-16.46,0.77,0.86,-0.16,0.58,0.05,5.79,-7.97,-0.14,10.78,27.91,-5.15,16.79,24.84,6.73,-1.57,0.63,0.0
2481707,498_1,1.2806,1.8,1.65,-0.44,-12.98,1.89,-6.23,-14.4,3.23,1.4,-0.44,1.04,0.06,4.74,-8.07,-0.26,8.91,27.77,-0.45,12.04,26.28,6.54,-1.48,0.35,-0.03
2481708,498_1,1.2833,3.42,1.34,-0.46,-12.91,0.48,-5.42,-13.04,4.0,1.42,-0.79,1.38,0.06,3.87,-8.23,-0.39,6.7,27.44,5.05,6.39,27.79,6.37,-1.41,0.1,-0.06
2481709,498_1,1.2861,4.53,0.54,-0.42,-12.35,0.16,-5.54,-12.27,3.46,1.08,-1.15,1.61,0.06,3.3,-8.47,-0.49,4.48,27.13,10.59,0.72,29.3,6.24,-1.38,-0.08,-0.09
2481710,498_1,1.2889,5.17,-0.43,-0.35,-11.43,0.62,-6.18,-11.84,2.09,0.57,-1.44,1.75,0.06,3.07,-8.81,-0.57,2.58,27.0,15.38,-4.16,30.71,6.18,-1.38,-0.2,-0.1
2481711,498_1,1.2917,5.42,-1.31,-0.28,-10.24,1.51,-6.9,-11.45,0.35,0.06,-1.62,1.82,0.05,3.16,-9.19,-0.62,1.23,27.05,18.85,-7.63,31.83,6.17,-1.4,-0.23,-0.11
2481712,498_1,1.2944,5.43,-1.93,-0.23,-8.84,2.54,-7.37,-10.85,-1.37,-0.33,-1.68,1.86,0.03,3.47,-9.56,-0.62,0.53,27.15,20.7,-9.44,32.47,6.22,-1.45,-0.2,-0.11
2481713,498_1,1.2972,5.35,-2.24,-0.21,-7.34,3.49,-7.44,-9.93,-2.86,-0.55,-1.64,1.89,0.03,3.87,-9.83,-0.57,0.43,27.03,20.98,-9.76,32.38,6.27,-1.49,-0.13,-0.09
2481714,498_1,1.3,5.29,-2.29,-0.23,-5.82,4.27,-7.12,-8.72,-4.03,-0.6,-1.54,1.92,0.02,4.19,-9.88,-0.48,0.75,26.35,20.03,-9.05,31.37,6.27,-1.51,-0.04,-0.07
2481715,498_1,1.3028,5.33,-2.2,-0.29,-4.41,4.88,-6.57,-7.37,-4.95,-0.52,-1.42,1.97,0.02,4.25,-9.6,-0.34,1.24,24.74,18.41,-8.0,29.28,6.15,-1.49,0.04,-0.04
2481716,498_1,1.3056,5.51,-2.08,-0.36,-3.21,5.37,-6.0,-6.08,-5.71,-0.38,-1.33,2.02,0.03,3.97,-8.89,-0.18,1.62,21.95,16.71,-7.29,26.08,5.86,-1.41,0.12,0.0
2481717,498_1,1.3083,5.8,-2.07,-0.43,-2.34,5.79,-5.64,-5.07,-6.43,-0.26,-1.3,2.09,0.04,3.32,-7.7,0.0,1.65,17.9,15.43,-7.48,21.85,5.34,-1.25,0.18,0.03
2481718,498_1,1.3111,6.13,-2.22,-0.49,-1.86,6.2,-5.65,-4.52,-7.21,-0.2,-1.33,2.14,0.05,2.35,-6.05,0.16,1.21,12.74,14.86,-8.81,16.85,4.58,-1.03,0.23,0.06
2481719,498_1,1.3139,6.43,-2.54,-0.52,-1.8,6.61,-6.1,-4.51,-8.09,-0.23,-1.41,2.17,0.06,1.19,-4.04,0.28,0.28,6.88,15.08,-11.21,11.47,3.58,-0.74,0.28,0.08
2481720,498_1,1.3167,6.59,-2.97,-0.51,-2.16,7.02,-7.0,-5.06,-9.05,-0.34,-1.51,2.17,0.07,0.03,-1.85,0.34,-1.02,0.92,15.95,-14.33,6.22,2.42,-0.43,0.35,0.09
2481721,498_1,1.3194,6.53,-3.44,-0.47,-2.88,7.38,-8.25,-6.09,-10.05,-0.52,-1.6,2.11,0.08,-0.95,0.27,0.33,-2.5,-4.43,17.16,-17.62,1.67,1.18,-0.11,0.43,0.08
2481722,498_1,1.3222,6.22,-3.88,-0.41,-3.87,7.68,-9.72,-7.46,-11.01,-0.72,-1.64,2.02,0.07,-1.62,2.05,0.24,-3.91,-8.49,18.41,-20.51,-1.67,0.0,0.16,0.52,0.06
2481723,498_1,1.325,5.67,-4.21,-0.35,-5.03,7.87,-11.24,-9.0,-11.88,-0.91,-1.63,1.88,0.06,-1.87,3.26,0.09,-5.01,-10.75,19.42,-22.54,-3.41,-1.02,0.36,0.61,0.03
2481724,498_1,1.3278,4.92,-4.41,-0.29,-6.23,7.95,-12.66,-10.55,-12.6,-1.05,-1.57,1.72,0.05,-1.72,3.72,-0.11,-5.62,-10.97,20.01,-23.44,-3.4,-1.76,0.45,0.68,-0.01
2481725,498_1,1.3306,4.1,-4.47,-0.26,-7.37,7.91,-13.85,-11.94,-13.1,-1.12,-1.47,1.56,0.04,-1.21,3.42,-0.32,-5.68,-9.25,20.16,-23.18,-1.74,-2.17,0.42,0.73,-0.05
2481726,498_1,1.3333,3.33,-4.39,-0.27,-8.34,7.73,-14.67,-13.03,-13.33,-1.11,-1.36,1.43,0.04,-0.48,2.43,-0.5,-5.19,-6.02,19.93,-21.97,1.18,-2.24,0.29,0.75,-0.08
2481727,498_1,1.3361,2.77,-4.2,-0.33,-9.05,7.39,-15.01,-13.71,-13.2,-1.01,-1.26,1.35,0.04,0.35,0.97,-0.63,-4.27,-1.92,19.47,-20.16,4.81,-2.0,0.07,0.73,-0.1
2481728,498_1,1.3389,2.51,-3.87,-0.42,-9.41,6.83,-14.78,-13.88,-12.64,-0.83,-1.19,1.33,0.04,1.16,-0.68,-0.69,-3.1,2.28,18.92,-18.16,8.48,-1.53,-0.18,0.69,-0.1
2481729,498_1,1.3417,2.64,-3.41,-0.53,-9.4,6.02,-13.9,-13.5,-11.56,-0.57,-1.16,1.39,0.05,1.84,-2.2,-0.67,-1.85,5.87,18.39,-16.33,11.56,-0.94,-0.44,0.65,-0.09
2481730,498_1,1.3444,3.15,-2.78,-0.66,-8.99,4.91,-12.37,-12.58,-9.93,-0.23,-1.16,1.51,0.05,2.38,-3.32,-0.57,-0.73,8.29,17.95,-14.92,13.54,-0.34,-0.64,0.63,-0.07
2481731,498_1,1.3472,3.99,-1.99,-0.77,-8.24,3.51,-10.25,-11.2,-7.75,0.16,-1.18,1.69,0.06,2.77,-3.84,-0.43,0.15,9.21,17.59,-14.05,14.11,0.18,-0.77,0.66,-0.04
2481732,498_1,1.35,5.03,-1.05,-0.87,-7.23,1.83,-7.71,-9.5,-5.14,0.59,-1.21,1.88,0.06,3.05,-3.67,-0.26,0.71,8.58,17.26,-13.71,13.22,0.54,-0.79,0.76,-0.02
2481733,498_1,1.3528,6.13,-0.02,-0.93,-6.1,-0.03,-5.02,-7.72,-2.3,1.03,-1.24,2.08,0.05,3.26,-2.83,-0.08,0.93,6.59,16.95,-13.82,11.03,0.71,-0.71,0.91,0.01
2481734,498_1,1.3556,7.13,1.02,-0.95,-5.01,-1.98,-2.48,-6.12,0.52,1.43,-1.26,2.25,0.04,3.43,-1.44,0.08,0.85,3.58,16.65,-14.29,7.87,0.69,-0.52,1.12,0.03
2481735,498_1,1.3583,7.88,1.98,-0.93,-4.12,-3.86,-0.43,-4.96,3.03,1.76,-1.28,2.38,0.02,3.56,0.31,0.22,0.55,0.03,16.42,-15.03,4.2,0.51,-0.26,1.35,0.04
2481736,498_1,1.3611,8.29,2.74,-0.86,-3.56,-5.56,0.87,-4.42,4.99,1.97,-1.29,2.44,0.0,3.6,2.18,0.33,0.13,-3.6,16.37,-16.03,0.49,0.23,0.04,1.58,0.04
2481737,498_1,1.3639,8.3,3.24,-0.76,-3.38,-6.95,1.24,-4.61,6.21,2.06,-1.3,2.44,-0.02,3.52,3.94,0.42,-0.32,-6.85,16.6,-17.26,-2.82,-0.09,0.35,1.76,0.04
2481738,498_1,1.3667,7.93,3.45,-0.63,-3.58,-7.97,0.67,-5.51,6.64,2.01,-1.3,2.37,-0.04,3.26,5.4,0.48,-0.71,-9.4,17.2,-18.72,-5.37,-0.39,0.63,1.87,0.04
2481739,498_1,1.3694,7.25,3.38,-0.49,-4.1,-8.61,-0.73,-6.99,6.33,1.84,-1.3,2.25,-0.05,2.81,6.39,0.53,-0.97,-10.99,18.14,-20.34,-6.93,-0.62,0.85,1.88,0.04
2481740,498_1,1.3722,6.35,3.1,-0.37,-4.82,-8.92,-2.72,-8.85,5.45,1.59,-1.3,2.09,-0.06,2.2,6.83,0.58,-1.08,-11.52,19.34,-21.99,-7.41,-0.72,0.97,1.8,0.05
2481741,498_1,1.375,5.37,2.69,-0.26,-5.62,-8.97,-5.0,-10.85,4.24,1.31,-1.28,1.92,-0.07,1.49,6.73,0.62,-1.01,-11.0,20.6,-23.49,-6.87,-0.69,0.98,1.64,0.06
2481742,498_1,1.3778,4.43,2.25,-0.2,-6.39,-8.89,-7.29,-12.78,2.93,1.05,-1.26,1.76,-0.07,0.81,6.14,0.65,-0.8,-9.59,21.68,-24.62,-5.48,-0.54,0.89,1.43,0.07
2481743,498_1,1.3806,3.63,1.86,-0.19,-7.04,-8.78,-9.34,-14.48,1.77,0.85,-1.22,1.62,-0.06,0.24,5.19,0.68,-0.46,-7.53,22.35,-25.17,-3.56,-0.3,0.7,1.2,0.08
2481744,498_1,1.3833,3.05,1.58,-0.24,-7.5,-8.74,-10.97,-15.83,0.9,0.73,-1.17,1.53,-0.05,-0.14,4.06,0.69,-0.05,-5.2,22.48,-25.01,-1.5,-0.03,0.46,0.99,0.1
2481745,498_1,1.3861,2.73,1.41,-0.33,-7.78,-8.78,-12.1,-16.77,0.39,0.71,-1.12,1.49,-0.03,-0.28,2.97,0.68,0.4,-3.03,22.04,-24.12,0.23,0.19,0.2,0.81,0.11
2481746,498_1,1.3889,2.67,1.35,-0.45,-7.86,-8.88,-12.71,-17.28,0.21,0.76,-1.06,1.49,-0.01,-0.21,2.16,0.65,0.85,-1.54,21.12,-22.6,1.14,0.27,-0.02,0.67,0.11
2481747,498_1,1.3917,2.87,1.35,-0.59,-7.76,-8.94,-12.84,-17.34,0.26,0.87,-1.02,1.53,0.01,-0.04,1.85,0.6,1.27,-1.21,19.97,-20.67,0.76,0.12,-0.13,0.57,0.1
2481748,498_1,1.3944,3.29,1.34,-0.73,-7.48,-8.83,-12.54,-16.94,0.39,0.99,-1.0,1.61,0.02,0.14,2.21,0.52,1.64,-2.43,18.86,-18.59,-1.26,-0.33,-0.08,0.5,0.07
2481749,498_1,1.3972,3.89,1.26,-0.84,-7.04,-8.4,-11.89,-16.06,0.43,1.08,-0.99,1.69,0.04,0.19,3.37,0.44,1.95,-5.44,18.05,-16.65,-5.12,-1.09,0.16,0.42,0.04
2481750,498_1,1.4,4.61,1.06,-0.91,-6.47,-7.54,-10.98,-14.73,0.24,1.09,-1.0,1.78,0.04,0.03,5.29,0.34,2.21,-10.2,17.73,-15.04,-10.71,-2.14,0.58,0.33,0.0
2481751,498_1,1.4028,5.38,0.71,-0.93,-5.78,-6.2,-9.93,-13.01,-0.28,1.01,-1.04,1.85,0.04,-0.37,7.81,0.26,2.39,-16.38,17.89,-13.84,-17.63,-3.41,1.16,0.2,-0.04
2481752,498_1,1.4056,6.15,0.19,-0.89,-5.04,-4.39,-8.83,-11.01,-1.18,0.82,-1.1,1.89,0.04,-0.97,10.65,0.2,2.5,-23.3,18.33,-12.98,-25.13,-4.72,1.82,0.03,-0.08
2481753,498_1,1.4083,6.86,-0.44,-0.82,-4.28,-2.22,-7.79,-8.87,-2.42,0.54,-1.17,1.89,0.03,-1.69,13.37,0.16,2.5,-30.09,18.66,-12.2,-32.25,-5.9,2.47,-0.17,-0.11
2481754,498_1,1.4111,7.47,-1.14,-0.71,-3.58,0.12,-6.86,-6.75,-3.88,0.21,-1.26,1.87,0.02,-2.38,15.53,0.14,2.38,-35.78,18.36,-11.15,-37.92,-6.73,3.0,-0.39,-0.12
2481755,498_1,1.4139,7.97,-1.8,-0.59,-2.98,2.44,-6.07,-4.78,-5.4,-0.14,-1.35,1.82,0.01,-2.9,16.71,0.14,2.09,-39.53,16.88,-9.39,-41.22,-7.05,3.3,-0.6,-0.12
2481756,498_1,1.4167,8.38,-2.34,-0.48,-2.51,4.5,-5.41,-3.07,-6.79,-0.45,-1.44,1.76,0.0,-3.14,16.64,0.15,1.63,-40.81,13.8,-6.55,-41.58,-6.74,3.32,-0.77,-0.1
2481757,498_1,1.4194,8.74,-2.7,-0.38,-2.18,6.13,-4.81,-1.64,-7.88,-0.69,-1.51,1.7,-0.01,-3.04,15.29,0.17,1.05,-39.59,8.97,-2.41,-39.0,-5.83,3.03,-0.87,-0.07
