jointmoment_id,session_trial,time,elbow_moment_x,elbow_moment_y,elbow_moment_z,shoulder_thorax_moment_x,shoulder_thorax_moment_y,shoulder_thorax_moment_z,shoulder_upper_arm_moment_x,shoulder_upper_arm_moment_y,shoulder_upper_arm_moment_z,wrist_moment_x,wrist_moment_y,wrist_moment_z,glove_elbow_moment_x,glove_elbow_moment_y,glove_elbow_moment_z,glove_shoulder_glove_upper_arm_moment_x,glove_shoulder_glove_upper_arm_moment_y,glove_shoulder_glove_upper_arm_moment_z,glove_shoulder_thorax_moment_x,glove_shoulder_thorax_moment_y,glove_shoulder_thorax_moment_z,glove_wrist_moment_x,glove_wrist_moment_y,glove_wrist_moment_z
2487316,499_2,0.0055,-0.37,-6.2,0.86,3.71,0.29,-3.63,1.03,-2.19,-4.58,-1.46,-0.38,-0.25,10.92,22.72,0.22,-6.62,-3.67,-24.52,5.31,-11.35,-22.39,6.28,-0.76,0.22
2487317,499_2,0.0083,-0.85,-5.28,0.75,3.19,0.76,-3.22,0.66,-2.36,-3.89,-1.18,-0.47,-0.21,8.59,20.58,0.2,-6.72,-3.08,-21.95,4.04,-10.45,-20.28,5.4,-1.03,0.2
2487318,499_2,0.0111,-0.99,-3.71,0.54,2.84,1.19,-2.17,0.75,-2.51,-2.71,-0.72,-0.51,-0.14,6.5,17.5,0.15,-6.18,-2.44,-18.49,2.93,-8.98,-17.23,4.4,-1.1,0.17
2487319,499_2,0.0139,-0.76,-1.73,0.26,2.67,1.56,-0.67,1.23,-2.64,-1.24,-0.13,-0.49,-0.06,4.79,14.0,0.08,-5.17,-1.84,-14.67,2.08,-7.2,-13.77,3.39,-1.04,0.13
2487320,499_2,0.0167,-0.2,0.38,-0.05,2.64,1.84,1.02,1.95,-2.76,0.32,0.5,-0.42,0.03,3.52,10.49,0.01,-3.84,-1.36,-10.97,1.57,-5.35,-10.29,2.48,-0.89,0.1
2487321,499_2,0.0194,0.61,2.32,-0.35,2.73,2.06,2.64,2.74,-2.86,1.74,1.1,-0.31,0.11,2.67,7.29,-0.02,-2.34,-1.04,-7.71,1.45,-3.62,-7.12,1.71,-0.7,0.07
2487322,499_2,0.0222,1.54,3.81,-0.6,2.9,2.21,3.9,3.44,-2.97,2.81,1.57,-0.17,0.17,2.17,4.59,-0.03,-0.76,-0.92,-5.1,1.71,-2.11,-4.47,1.11,-0.53,0.06
2487323,499_2,0.025,2.5,4.62,-0.78,3.08,2.31,4.59,3.88,-3.09,3.36,1.86,-0.02,0.21,1.93,2.52,0.01,0.79,-0.94,-3.23,2.27,-0.88,-2.44,0.66,-0.39,0.05
2487324,499_2,0.0278,3.39,4.63,-0.86,3.25,2.38,4.59,3.99,-3.22,3.31,1.93,0.11,0.23,1.86,1.05,0.07,2.23,-1.04,-2.03,3.03,0.1,-1.01,0.35,-0.28,0.05
2487325,499_2,0.0305,4.17,3.82,-0.84,3.4,2.39,3.87,3.75,-3.36,2.63,1.75,0.22,0.21,1.89,0.1,0.15,3.52,-1.09,-1.34,3.82,0.94,-0.11,0.15,-0.2,0.05
2487326,499_2,0.0333,4.84,2.27,-0.74,3.55,2.34,2.53,3.22,-3.48,1.39,1.36,0.31,0.17,1.95,-0.53,0.22,4.65,-0.96,-0.9,4.48,1.79,0.48,0.02,-0.14,0.05
2487327,499_2,0.0361,5.41,0.16,-0.58,3.73,2.19,0.74,2.53,-3.57,-0.27,0.79,0.38,0.11,2.01,-1.09,0.26,5.69,-0.53,-0.39,4.88,2.82,1.01,-0.08,-0.06,0.05
2487328,499_2,0.0389,5.9,-2.27,-0.39,3.99,1.93,-1.26,1.84,-3.61,-2.18,0.1,0.46,0.04,2.03,-1.85,0.26,6.71,0.25,0.47,4.95,4.18,1.73,-0.19,0.06,0.04
2487329,499_2,0.0417,6.29,-4.74,-0.21,4.35,1.57,-3.21,1.29,-3.61,-4.12,-0.63,0.53,-0.03,2.0,-3.01,0.22,7.81,1.38,1.92,4.68,5.98,2.87,-0.35,0.22,0.03
2487330,499_2,0.0444,6.56,-6.95,-0.07,4.82,1.17,-4.87,1.0,-3.58,-5.86,-1.31,0.6,-0.09,1.93,-4.7,0.13,9.02,2.77,4.02,4.12,8.16,4.54,-0.58,0.44,0.0
2487331,499_2,0.0472,6.63,-8.66,0.02,5.36,0.77,-6.04,0.99,-3.57,-7.21,-1.86,0.66,-0.14,1.83,-6.86,0.02,10.33,4.26,6.66,3.37,10.58,6.68,-0.85,0.71,-0.03
2487332,499_2,0.05,6.46,-9.67,0.05,5.91,0.47,-6.61,1.26,-3.58,-8.02,-2.22,0.69,-0.16,1.75,-9.28,-0.11,11.58,5.66,9.57,2.54,12.95,9.09,-1.16,1.0,-0.06
2487333,499_2,0.0528,6.02,-9.87,0.02,6.37,0.3,-6.53,1.74,-3.63,-8.19,-2.34,0.67,-0.17,1.73,-11.6,-0.23,12.58,6.75,12.31,1.72,14.89,11.4,-1.45,1.29,-0.08
2487334,499_2,0.0555,5.35,-9.26,-0.05,6.69,0.3,-5.84,2.34,-3.7,-7.72,-2.21,0.62,-0.14,1.79,-13.39,-0.33,13.07,7.35,14.4,1.0,16.02,13.19,-1.66,1.52,-0.11
2487335,499_2,0.0583,4.51,-7.92,-0.16,6.79,0.46,-4.63,2.98,-3.79,-6.68,-1.86,0.52,-0.1,1.98,-14.25,-0.41,12.84,7.33,15.41,0.45,16.06,14.07,-1.74,1.66,-0.12
2487336,499_2,0.0611,3.62,-6.04,-0.28,6.67,0.74,-3.07,3.56,-3.84,-5.2,-1.34,0.4,-0.05,2.29,-13.92,-0.45,11.81,6.66,15.05,0.1,14.86,13.77,-1.65,1.69,-0.12
2487337,499_2,0.0639,2.8,-3.86,-0.39,6.33,1.07,-1.35,4.03,-3.85,-3.47,-0.72,0.27,0.01,2.69,-12.33,-0.47,10.01,5.4,13.28,-0.02,12.5,12.23,-1.4,1.61,-0.11
2487338,499_2,0.0667,2.14,-1.67,-0.48,5.82,1.42,0.33,4.34,-3.78,-1.72,-0.09,0.14,0.07,3.14,-9.67,-0.47,7.66,3.71,10.29,0.13,9.25,9.63,-0.99,1.41,-0.09
2487339,499_2,0.0694,1.69,0.26,-0.52,5.22,1.72,1.75,4.46,-3.67,-0.15,0.45,0.04,0.11,3.55,-6.28,-0.45,5.09,1.8,6.47,0.52,5.56,6.31,-0.5,1.13,-0.07
2487340,499_2,0.0722,1.47,1.7,-0.52,4.59,1.97,2.76,4.38,-3.53,1.05,0.82,-0.04,0.13,3.87,-2.65,-0.42,2.67,-0.09,2.35,1.14,1.9,2.73,0.02,0.8,-0.05
2487341,499_2,0.075,1.45,2.5,-0.46,4.0,2.19,3.24,4.08,-3.41,1.77,0.99,-0.09,0.13,4.04,0.78,-0.37,0.71,-1.75,-1.58,1.93,-1.27,-0.65,0.5,0.46,-0.03
2487342,499_2,0.0778,1.57,2.61,-0.36,3.5,2.38,3.14,3.57,-3.37,1.94,0.94,-0.12,0.11,4.03,3.62,-0.31,-0.57,-3.01,-4.87,2.82,-3.61,-3.46,0.87,0.15,-0.01
2487343,499_2,0.0805,1.79,2.06,-0.22,3.1,2.6,2.51,2.89,-3.44,1.6,0.69,-0.11,0.08,3.85,5.63,-0.22,-1.11,-3.77,-7.27,3.71,-4.97,-5.47,1.13,-0.11,0.01
2487344,499_2,0.0833,2.04,0.97,-0.06,2.85,2.87,1.43,2.09,-3.66,0.84,0.29,-0.09,0.03,3.53,6.74,-0.13,-0.96,-4.01,-8.64,4.48,-5.33,-6.6,1.24,-0.3,0.03
2487345,499_2,0.0861,2.29,-0.48,0.09,2.73,3.2,0.06,1.24,-4.02,-0.22,-0.19,-0.05,-0.03,3.12,6.98,-0.03,-0.27,-3.78,-9.03,5.07,-4.83,-6.88,1.23,-0.42,0.04
2487346,499_2,0.0889,2.48,-2.05,0.23,2.77,3.56,-1.39,0.47,-4.48,-1.41,-0.66,-0.01,-0.08,2.67,6.49,0.07,0.77,-3.18,-8.55,5.43,-3.67,-6.43,1.11,-0.47,0.05
2487347,499_2,0.0917,2.6,-3.53,0.33,2.96,3.87,-2.68,-0.1,-4.95,-2.54,-1.06,0.03,-0.12,2.23,5.45,0.15,1.98,-2.33,-7.41,5.54,-2.09,-5.44,0.92,-0.46,0.06
2487348,499_2,0.0944,2.64,-4.68,0.38,3.3,4.04,-3.61,-0.32,-5.32,-3.46,-1.33,0.06,-0.14,1.85,4.07,0.21,3.24,-1.37,-5.85,5.47,-0.32,-4.1,0.69,-0.4,0.06
2487349,499_2,0.0972,2.58,-5.32,0.39,3.76,3.97,-3.97,-0.09,-5.48,-4.0,-1.42,0.07,-0.15,1.55,2.53,0.23,4.43,-0.43,-4.12,5.29,1.42,-2.6,0.46,-0.32,0.05
2487350,499_2,0.1,2.43,-5.34,0.36,4.31,3.59,-3.65,0.64,-5.32,-4.06,-1.33,0.05,-0.14,1.37,1.03,0.22,5.5,0.36,-2.44,5.12,2.98,-1.12,0.25,-0.22,0.05
2487351,499_2,0.1028,2.21,-4.66,0.29,4.86,2.85,-2.6,1.84,-4.78,-3.58,-1.06,0.0,-0.11,1.33,-0.28,0.18,6.44,0.91,-1.01,5.04,4.23,0.18,0.08,-0.11,0.03
2487352,499_2,0.1056,1.93,-3.34,0.2,5.33,1.8,-0.91,3.37,-3.88,-2.6,-0.65,-0.06,-0.07,1.44,-1.31,0.12,7.24,1.19,0.03,5.14,5.1,1.21,-0.02,0.0,0.02
2487353,499_2,0.1083,1.62,-1.48,0.1,5.59,0.58,1.24,5.02,-2.69,-1.18,-0.13,-0.14,-0.02,1.7,-2.0,0.04,7.92,1.18,0.64,5.44,5.59,1.92,-0.06,0.1,0.01
2487354,499_2,0.1111,1.3,0.71,0.0,5.59,-0.65,3.56,6.55,-1.38,0.51,0.44,-0.23,0.02,2.11,-2.38,-0.05,8.47,0.92,0.85,5.92,5.75,2.33,-0.04,0.21,0.0
2487355,499_2,0.1139,1.0,2.96,-0.07,5.28,-1.66,5.76,7.69,-0.15,2.28,1.0,-0.31,0.07,2.64,-2.54,-0.12,8.94,0.49,0.76,6.52,5.67,2.51,0.02,0.33,-0.01
2487356,499_2,0.1167,0.74,5.02,-0.13,4.69,-2.27,7.53,8.28,0.79,3.89,1.49,-0.37,0.1,3.24,-2.57,-0.19,9.33,0.0,0.53,7.14,5.47,2.57,0.09,0.44,-0.01
2487357,499_2,0.1194,0.56,6.6,-0.16,3.91,-2.36,8.63,8.23,1.27,5.15,1.87,-0.41,0.13,3.87,-2.6,-0.23,9.65,-0.48,0.32,7.7,5.25,2.62,0.15,0.55,-0.01
2487358,499_2,0.1222,0.5,7.49,-0.17,3.09,-1.92,8.93,7.56,1.22,5.87,2.08,-0.41,0.14,4.44,-2.72,-0.25,9.91,-0.85,0.25,8.1,5.1,2.75,0.18,0.67,-0.01
2487359,499_2,0.125,0.59,7.55,-0.16,2.35,-1.04,8.37,6.41,0.67,5.94,2.11,-0.37,0.14,4.9,-2.98,-0.25,10.07,-1.06,0.41,8.26,5.06,3.01,0.16,0.77,0.0
2487360,499_2,0.1278,0.85,6.73,-0.15,1.82,0.1,7.04,4.96,-0.26,5.3,1.94,-0.28,0.12,5.17,-3.36,-0.24,10.09,-1.11,0.81,8.14,5.1,3.39,0.1,0.84,0.0
2487361,499_2,0.1305,1.3,5.07,-0.13,1.6,1.27,5.06,3.43,-1.39,3.99,1.56,-0.13,0.1,5.21,-3.81,-0.21,9.92,-1.01,1.38,7.73,5.19,3.82,-0.01,0.89,0.0
2487362,499_2,0.1333,1.95,2.71,-0.11,1.69,2.24,2.63,1.99,-2.51,2.1,1.01,0.07,0.06,4.99,-4.24,-0.19,9.49,-0.78,2.03,7.03,5.25,4.24,-0.15,0.89,0.0
2487363,499_2,0.1361,2.76,-0.17,-0.11,2.06,2.88,-0.04,0.76,-3.44,-0.2,0.33,0.3,0.02,4.5,-4.56,-0.15,8.78,-0.47,2.67,6.07,5.21,4.54,-0.3,0.84,0.0
2487364,499_2,0.1389,3.67,-3.28,-0.12,2.6,3.11,-2.74,-0.24,-4.08,-2.7,-0.44,0.55,-0.02,3.78,-4.68,-0.13,7.81,-0.1,3.17,4.94,5.03,4.64,-0.44,0.73,-0.01
2487365,499_2,0.1417,4.58,-6.35,-0.14,3.18,3.0,-5.28,-1.01,-4.4,-5.17,-1.2,0.79,-0.06,2.92,-4.55,-0.1,6.63,0.28,3.46,3.73,4.71,4.5,-0.55,0.58,-0.01
2487366,499_2,0.1444,5.38,-9.05,-0.15,3.66,2.64,-7.47,-1.62,-4.44,-7.35,-1.89,0.99,-0.1,2.01,-4.17,-0.07,5.39,0.65,3.46,2.58,4.27,4.1,-0.61,0.4,-0.02
2487367,499_2,0.1472,5.92,-11.09,-0.16,3.93,2.2,-9.12,-2.1,-4.28,-9.0,-2.42,1.11,-0.13,1.18,-3.56,-0.04,4.25,0.94,3.17,1.66,3.79,3.48,-0.63,0.2,-0.02
2487368,499_2,0.15,6.09,-12.22,-0.16,3.94,1.8,-10.06,-2.44,-3.99,-9.9,-2.73,1.13,-0.15,0.56,-2.81,-0.01,3.43,1.11,2.59,1.16,3.33,2.73,-0.6,0.03,-0.02
2487369,499_2,0.1528,5.8,-12.25,-0.13,3.72,1.52,-10.11,-2.56,-3.66,-9.91,-2.78,1.02,-0.15,0.28,-2.02,0.02,3.12,1.11,1.79,1.24,2.98,1.94,-0.53,-0.11,-0.02
2487370,499_2,0.1556,5.03,-11.12,-0.08,3.36,1.39,-9.18,-2.34,-3.32,-8.98,-2.56,0.79,-0.14,0.38,-1.34,0.04,3.46,0.93,0.86,1.96,2.84,1.25,-0.43,-0.18,-0.02
2487371,499_2,0.1583,3.85,-8.9,-0.03,3.03,1.38,-7.26,-1.64,-3.02,-7.17,-2.1,0.45,-0.12,0.88,-0.88,0.05,4.49,0.58,-0.07,3.31,2.95,0.79,-0.33,-0.16,-0.01
2487372,499_2,0.1611,2.39,-5.81,0.0,2.88,1.46,-4.45,-0.38,-2.79,-4.66,-1.44,0.06,-0.08,1.74,-0.73,0.04,6.12,0.1,-0.86,5.13,3.34,0.64,-0.23,-0.06,0.0
2487373,499_2,0.1639,0.87,-2.19,0.01,3.03,1.58,-1.02,1.43,-2.66,-1.75,-0.68,-0.34,-0.04,2.85,-0.88,0.01,8.14,-0.42,-1.4,7.18,3.96,0.8,-0.14,0.12,0.0
2487374,499_2,0.1667,-0.5,1.54,-0.03,3.54,1.76,2.65,3.64,-2.69,1.24,0.11,-0.68,0.02,4.08,-1.28,-0.06,10.2,-0.88,-1.65,9.13,4.71,1.22,-0.07,0.34,0.01
2487375,499_2,0.1694,-1.48,4.93,-0.11,4.35,2.0,6.11,5.96,-2.92,3.92,0.84,-0.91,0.07,5.3,-1.78,-0.17,11.94,-1.2,-1.64,10.64,5.44,1.74,0.01,0.6,0.0
2487376,499_2,0.1722,-1.94,7.58,-0.23,5.3,2.36,8.9,8.03,-3.37,5.99,1.44,-1.01,0.13,6.4,-2.17,-0.3,12.97,-1.32,-1.47,11.45,5.97,2.17,0.1,0.85,-0.01
2487377,499_2,0.175,-1.81,9.2,-0.35,6.19,2.87,10.64,9.47,-4.0,7.22,1.86,-0.97,0.17,7.3,-2.25,-0.45,13.03,-1.21,-1.29,11.39,6.13,2.3,0.22,1.07,-0.03
2487378,499_2,0.1778,-1.13,9.65,-0.45,6.79,3.51,11.11,9.99,-4.76,7.52,2.07,-0.8,0.19,7.97,-1.85,-0.6,11.98,-0.91,-1.29,10.42,5.78,1.95,0.39,1.24,-0.04
2487379,499_2,0.1805,-0.03,8.97,-0.51,6.9,4.23,10.26,9.44,-5.51,6.93,2.07,-0.56,0.19,8.42,-0.9,-0.72,9.87,-0.49,-1.59,8.68,4.87,1.04,0.59,1.37,-0.05
2487380,499_2,0.1833,1.29,7.33,-0.49,6.44,4.95,8.27,7.84,-6.14,5.6,1.88,-0.28,0.17,8.68,0.6,-0.78,6.95,-0.05,-2.28,6.44,3.45,-0.42,0.83,1.45,-0.06
2487381,499_2,0.1861,2.62,5.01,-0.39,5.4,5.54,5.42,5.39,-6.49,3.77,1.55,-0.02,0.13,8.82,2.49,-0.78,3.61,0.3,-3.37,4.08,1.64,-2.28,1.09,1.48,-0.05
2487382,499_2,0.1889,3.76,2.33,-0.24,3.89,5.88,2.11,2.4,-6.48,1.68,1.09,0.19,0.08,8.87,4.53,-0.7,0.35,0.46,-4.77,1.98,-0.35,-4.33,1.32,1.49,-0.03
2487383,499_2,0.1917,4.58,-0.38,-0.05,2.13,5.9,-1.24,-0.73,-6.08,-0.41,0.58,0.33,0.01,8.86,6.43,-0.55,-2.36,0.34,-6.28,0.49,-2.26,-6.25,1.51,1.47,0.0
2487384,499_2,0.1944,5.02,-2.87,0.14,0.35,5.59,-4.27,-3.61,-5.35,-2.3,0.04,0.38,-0.05,8.75,7.87,-0.33,-4.1,-0.06,-7.67,-0.16,-3.83,-7.73,1.61,1.43,0.04
2487385,499_2,0.1972,5.08,-4.94,0.31,-1.19,4.99,-6.71,-5.91,-4.4,-3.87,-0.47,0.37,-0.1,8.48,8.58,-0.08,-4.63,-0.69,-8.66,0.08,-4.81,-8.5,1.59,1.37,0.08
2487386,499_2,0.2,4.84,-6.51,0.41,-2.25,4.21,-8.4,-7.39,-3.42,-5.06,-0.92,0.31,-0.14,7.97,8.36,0.18,-3.89,-1.42,-9.0,1.1,-5.04,-8.35,1.43,1.27,0.12
2487387,499_2,0.2028,4.44,-7.57,0.43,-2.67,3.39,-9.31,-7.95,-2.59,-5.88,-1.29,0.23,-0.16,7.13,7.16,0.43,-2.04,-2.09,-8.52,2.63,-4.41,-7.24,1.12,1.11,0.14
2487388,499_2,0.2056,4.01,-8.19,0.37,-2.35,2.7,-9.51,-7.61,-2.11,-6.39,-1.56,0.17,-0.16,5.94,5.07,0.62,0.67,-2.53,-7.15,4.36,-2.94,-5.22,0.69,0.9,0.15
2487389,499_2,0.2083,3.69,-8.5,0.24,-1.33,2.26,-9.16,-6.5,-2.09,-6.7,-1.72,0.14,-0.14,4.41,2.31,0.73,3.87,-2.59,-4.99,5.96,-0.74,-2.52,0.18,0.64,0.15
2487390,499_2,0.2111,3.58,-8.61,0.04,0.29,2.17,-8.47,-4.85,-2.6,-6.89,-1.78,0.17,-0.1,2.67,-0.79,0.75,7.17,-2.19,-2.27,7.21,2.0,0.53,-0.35,0.35,0.12
2487391,499_2,0.2139,3.75,-8.65,-0.19,2.31,2.45,-7.63,-2.91,-3.58,-7.05,-1.75,0.26,-0.06,0.87,-3.83,0.68,10.23,-1.35,0.67,7.96,4.99,3.54,-0.84,0.04,0.07
2487392,499_2,0.2167,4.2,-8.67,-0.43,4.47,3.03,-6.8,-0.96,-4.91,-7.22,-1.66,0.4,-0.01,-0.76,-6.4,0.53,12.74,-0.16,3.4,8.22,7.92,6.12,-1.21,-0.24,0.02
2487393,499_2,0.2194,4.88,-8.66,-0.64,6.53,3.79,-6.05,0.8,-6.35,-7.35,-1.5,0.58,0.03,-2.03,-8.16,0.31,14.48,1.21,5.52,8.07,10.42,7.92,-1.39,-0.46,-0.03
2487394,499_2,0.2222,5.68,-8.53,-0.8,8.23,4.52,-5.36,2.28,-7.64,-7.36,-1.29,0.78,0.06,-2.76,-8.86,0.06,15.3,2.54,6.7,7.62,12.19,8.67,-1.36,-0.61,-0.08
2487395,499_2,0.225,6.49,-8.14,-0.89,9.4,5.0,-4.6,3.44,-8.49,-7.13,-1.02,0.98,0.08,-2.86,-8.37,-0.18,15.1,3.63,6.75,7.0,12.96,8.26,-1.11,-0.66,-0.11
2487396,499_2,0.2278,7.16,-7.33,-0.89,9.93,5.03,-3.6,4.38,-8.68,-6.51,-0.71,1.14,0.09,-2.35,-6.75,-0.38,13.89,4.32,5.63,6.28,12.59,6.73,-0.67,-0.61,-0.12
2487397,499_2,0.2306,7.57,-5.96,-0.81,9.84,4.45,-2.19,5.22,-8.06,-5.4,-0.34,1.26,0.09,-1.32,-4.21,-0.51,11.75,4.55,3.53,5.49,11.13,4.27,-0.09,-0.49,-0.11
2487398,499_2,0.2333,7.62,-4.02,-0.66,9.2,3.22,-0.29,6.1,-6.61,-3.77,0.05,1.33,0.08,0.02,-1.13,-0.56,8.9,4.32,0.81,4.63,8.77,1.26,0.53,-0.31,-0.08
2487399,499_2,0.2361,7.25,-1.58,-0.46,8.19,1.38,2.09,7.11,-4.44,-1.7,0.43,1.34,0.06,1.45,1.99,-0.53,5.67,3.76,-2.02,3.67,5.89,-1.82,1.1,-0.1,-0.04
2487400,499_2,0.2389,6.48,1.13,-0.24,6.99,-0.89,4.79,8.28,-1.77,0.62,0.76,1.31,0.03,2.72,4.61,-0.41,2.48,3.02,-4.39,2.6,2.96,-4.43,1.52,0.11,0.02
2487401,499_2,0.2417,5.35,3.78,-0.02,5.81,-3.37,7.53,9.55,1.07,2.91,0.98,1.23,0.01,3.62,6.21,-0.24,-0.22,2.25,-5.79,1.46,0.49,-6.05,1.7,0.3,0.06
2487402,499_2,0.2444,3.98,6.0,0.17,4.85,-5.75,9.94,10.77,3.75,4.84,1.02,1.14,-0.01,4.01,6.4,-0.03,-1.98,1.59,-5.84,0.34,-1.09,-6.29,1.59,0.46,0.1
2487403,499_2,0.2472,2.51,7.42,0.3,4.22,-7.73,11.64,11.73,5.91,6.11,0.85,1.03,-0.03,3.87,5.0,0.19,-2.51,1.09,-4.41,-0.61,-1.52,-4.98,1.18,0.59,0.12
2487404,499_2,0.25,1.11,7.77,0.37,3.95,-9.01,12.3,12.22,7.27,6.49,0.47,0.93,-0.05,3.26,2.09,0.39,-1.64,0.77,-1.62,-1.22,-0.73,-2.17,0.51,0.68,0.12
2487405,499_2,0.2528,-0.05,6.92,0.37,3.99,-9.38,11.69,11.98,7.65,5.87,-0.11,0.82,-0.06,2.31,-2.02,0.55,0.54,0.56,2.19,-1.36,1.15,1.83,-0.35,0.75,0.1
2487406,499_2,0.2555,-0.85,4.94,0.32,4.19,-8.69,9.75,10.82,6.98,4.3,-0.79,0.7,-0.06,1.21,-6.81,0.66,3.77,0.38,6.48,-0.96,3.78,6.51,-1.3,0.81,0.06
2487407,499_2,0.2583,-1.18,2.07,0.24,4.34,-6.91,6.56,8.61,5.31,1.97,-1.48,0.57,-0.06,0.16,-11.66,0.72,7.56,0.19,10.66,-0.05,6.71,11.25,-2.23,0.86,0.02
2487408,499_2,0.2611,-0.99,-1.29,0.14,4.19,-4.14,2.4,5.34,2.83,-0.8,-2.04,0.41,-0.05,-0.68,-15.88,0.72,11.3,-0.07,14.13,1.2,9.43,15.39,-3.04,0.92,-0.03
2487409,499_2,0.2639,-0.28,-4.66,0.05,3.54,-0.62,-2.33,1.15,-0.15,-3.62,-2.37,0.23,-0.05,-1.14,-18.83,0.69,14.32,-0.37,16.39,2.55,11.45,18.29,-3.63,0.97,-0.08
2487410,499_2,0.2667,0.9,-7.57,-0.03,2.29,3.31,-7.13,-3.68,-3.27,-6.09,-2.38,0.03,-0.04,-1.12,-19.97,0.63,16.02,-0.67,17.02,3.71,12.35,19.41,-3.91,1.02,-0.11
2487411,499_2,0.2694,2.46,-9.63,-0.08,0.47,7.24,-11.45,-8.67,-6.16,-7.9,-2.04,-0.15,-0.02,-0.56,-18.91,0.56,15.9,-0.91,15.74,4.44,11.81,18.35,-3.83,1.05,-0.12
2487412,499_2,0.2722,4.25,-10.59,-0.13,-1.72,10.7,-14.82,-13.29,-8.46,-8.83,-1.37,-0.29,-0.01,0.58,-15.44,0.46,13.69,-1.04,12.45,4.57,9.7,14.94,-3.36,1.05,-0.12
2487413,499_2,0.275,6.12,-10.43,-0.17,-3.95,13.3,-16.88,-16.94,-9.94,-8.84,-0.49,-0.33,-0.01,2.28,-9.6,0.34,9.45,-1.05,7.17,4.12,6.09,9.2,-2.48,1.02,-0.09
2487414,499_2,0.2778,7.9,-9.32,-0.22,-5.85,14.75,-17.48,-19.16,-10.49,-8.07,0.46,-0.25,0.0,4.46,-1.73,0.18,3.55,-0.95,0.16,3.24,1.26,1.49,-1.23,0.94,-0.05
2487415,499_2,0.2805,9.41,-7.62,-0.28,-7.05,14.92,-16.67,-19.67,-10.12,-6.77,1.29,-0.02,0.0,7.01,7.56,-0.04,-3.34,-0.82,-8.14,2.26,-4.32,-7.6,0.34,0.82,0.0
2487416,499_2,0.2833,10.51,-5.78,-0.34,-7.32,13.85,-14.75,-18.44,-9.0,-5.31,1.85,0.34,0.0,9.72,17.39,-0.34,-10.26,-0.78,-17.08,1.58,-10.01,-17.18,2.11,0.67,0.05
2487417,499_2,0.2861,11.09,-4.26,-0.41,-6.58,11.75,-12.17,-15.73,-7.34,-4.04,2.0,0.82,-0.01,12.37,26.71,-0.7,-16.17,-0.96,-25.86,1.64,-15.08,-26.23,3.92,0.49,0.1
2487418,499_2,0.2889,11.11,-3.4,-0.46,-4.93,8.95,-9.41,-12.01,-5.42,-3.23,1.71,1.35,-0.02,14.7,34.44,-1.13,-20.08,-1.48,-33.64,2.79,-18.86,-33.68,5.62,0.31,0.13
2487419,499_2,0.2917,10.6,-3.36,-0.48,-2.67,5.85,-6.94,-7.88,-3.49,-3.05,1.01,1.86,-0.03,16.45,39.61,-1.58,-21.24,-2.45,-39.62,5.21,-20.8,-38.59,7.01,0.15,0.14
2487420,499_2,0.2944,9.62,-4.09,-0.46,-0.18,2.8,-5.05,-3.92,-1.72,-3.43,0.01,2.27,-0.04,17.39,41.53,-2.03,-19.28,-3.89,-43.15,8.83,-20.61,-40.29,7.94,0.04,0.13
2487421,499_2,0.2972,8.3,-5.28,-0.39,2.12,0.13,-3.82,-0.6,-0.25,-4.18,-1.1,2.5,-0.05,17.36,39.89,-2.4,-14.31,-5.73,-43.82,13.36,-18.25,-38.52,8.3,-0.02,0.1
2487422,499_2,0.3,6.79,-6.49,-0.29,3.86,-1.96,-3.13,1.8,0.88,-4.97,-2.13,2.51,-0.06,16.29,34.82,-2.64,-6.87,-7.81,-41.55,18.24,-14.01,-33.43,8.02,-0.01,0.06
2487423,499_2,0.3028,5.24,-7.2,-0.17,4.85,-3.37,-2.7,3.25,1.66,-5.42,-2.87,2.25,-0.06,14.21,26.86,-2.71,2.14,-9.89,-36.53,22.81,-8.36,-25.57,7.12,0.05,0.01
2487424,499_2,0.3056,3.78,-7.01,-0.08,5.03,-4.08,-2.17,3.92,2.1,-5.23,-3.2,1.74,-0.05,11.25,16.84,-2.58,11.66,-11.69,-29.22,26.41,-1.93,-15.76,5.69,0.16,-0.04
2487425,499_2,0.3083,2.53,-5.68,-0.04,4.56,-4.14,-1.24,4.11,2.21,-4.23,-3.04,1.01,-0.04,7.68,5.76,-2.25,20.63,-12.93,-20.29,28.5,4.66,-5.01,3.88,0.28,-0.08
2487426,499_2,0.3111,1.56,-3.2,-0.09,3.7,-3.64,0.29,4.17,1.98,-2.43,-2.39,0.13,-0.01,3.82,-5.34,-1.75,28.21,-13.4,-10.48,28.74,10.87,5.69,1.87,0.4,-0.11
2487427,499_2,0.3139,0.92,0.15,-0.24,2.79,-2.71,2.42,4.4,1.4,-0.02,-1.37,-0.82,0.03,0.06,-15.56,-1.11,33.81,-12.95,-0.55,27.08,16.28,15.47,-0.14,0.53,-0.12
2487428,499_2,0.3167,0.6,3.9,-0.48,2.13,-1.43,4.92,4.94,0.46,2.63,-0.13,-1.71,0.07,-3.22,-24.15,-0.4,37.18,-11.56,8.76,23.68,20.63,23.62,-1.96,0.64,-0.12
2487429,499_2,0.3194,0.55,7.44,-0.78,1.9,0.06,7.44,5.77,-0.82,5.1,1.12,-2.47,0.12,-5.7,-30.61,0.32,38.28,-9.36,16.83,18.96,23.74,29.68,-3.43,0.77,-0.1
